,Time (s),trial_num,rt,firing_rate
0,43.00797960901152,0,0.24287493810408733,4.090909090909091
1,43.04797960901152,0,0.24287493810408733,3.1818181818181817
2,43.08797960901152,0,0.24287493810408733,4.909090909090909
3,43.12797960901152,0,0.24287493810408733,4.7272727272727275
4,43.16797960901152,0,0.24287493810408733,3.4545454545454546
5,43.20797960901152,0,0.24287493810408733,3.5454545454545454
6,43.247979609011516,0,0.24287493810408733,0.36363636363636365
0,120.72008417993536,22,0.3657703671802608,2.1818181818181817
1,120.76008417993536,22,0.3657703671802608,1.7272727272727273
2,120.80008417993537,22,0.3657703671802608,2.4545454545454546
3,120.84008417993537,22,0.3657703671802608,1.9090909090909092
4,120.88008417993538,22,0.3657703671802608,1.9090909090909092
5,120.92008417993539,22,0.3657703671802608,2.6363636363636362
6,120.9600841799354,22,0.3657703671802608,3.3636363636363638
7,121.0000841799354,22,0.3657703671802608,3.272727272727273
8,121.0400841799354,22,0.3657703671802608,2.727272727272727
9,121.08008417993541,22,0.3657703671802608,0.36363636363636365
0,166.26781435670242,32,0.2890401904132034,2.0
1,166.3078143567024,32,0.2890401904132034,1.6363636363636365
2,166.3478143567024,32,0.2890401904132034,2.909090909090909
3,166.3878143567024,32,0.2890401904132034,3.4545454545454546
4,166.42781435670238,32,0.2890401904132034,4.090909090909091
5,166.46781435670238,32,0.2890401904132034,2.909090909090909
6,166.50781435670237,32,0.2890401904132034,2.8181818181818183
7,166.54781435670236,32,0.2890401904132034,1.0
0,178.4995567345027,35,0.2092978126129026,1.9090909090909092
1,178.5395567345027,35,0.2092978126129026,1.1818181818181819
2,178.5795567345027,35,0.2092978126129026,1.1818181818181819
3,178.61955673450268,35,0.2092978126129026,2.4545454545454546
4,178.65955673450267,35,0.2092978126129026,3.272727272727273
5,178.69955673450266,35,0.2092978126129026,0.5454545454545454
0,202.06583104655024,41,0.2520235005653433,2.1818181818181817
1,202.10583104655024,41,0.2520235005653433,2.0
2,202.14583104655023,41,0.2520235005653433,3.1818181818181817
3,202.18583104655022,41,0.2520235005653433,3.8181818181818183
4,202.2258310465502,41,0.2520235005653433,3.8181818181818183
5,202.2658310465502,41,0.2520235005653433,3.6363636363636362
6,202.3058310465502,41,0.2520235005653433,0.9090909090909091
0,354.0392000205284,74,0.20465452658714867,1.0
1,354.07920002052845,74,0.20465452658714867,1.6363636363636365
2,354.11920002052847,74,0.20465452658714867,2.727272727272727
3,354.1592000205285,74,0.20465452658714867,1.8181818181818181
4,354.1992000205285,74,0.20465452658714867,3.272727272727273
5,354.23920002052853,74,0.20465452658714867,0.18181818181818182
0,368.488968216207,78,0.22888633090860822,0.8181818181818182
1,368.52896821620703,78,0.22888633090860822,1.0
2,368.56896821620705,78,0.22888633090860822,3.0
3,368.6089682162071,78,0.22888633090860822,2.4545454545454546
4,368.6489682162071,78,0.22888633090860822,2.4545454545454546
5,368.6889682162071,78,0.22888633090860822,3.1818181818181817
0,370.75539459746926,79,0.24645994964635065,2.090909090909091
1,370.7953945974693,79,0.24645994964635065,2.5454545454545454
2,370.8353945974693,79,0.24645994964635065,1.8181818181818181
3,370.8753945974693,79,0.24645994964635065,2.727272727272727
4,370.91539459746934,79,0.24645994964635065,3.272727272727273
