ccf_ap	ccf_dv	ccf_lr	allen_ontology
5022.4	2003.5	4033.1	CP
5051.5	2003.5	4046.4	CP
5011	1985	4019.6	CP
5040.1	1985	4032.8	CP
5028.7	1966.6	4019.2	CP
5057.8	1966.6	4032.5	CP
5017.3	1948.1	4005.6	CP
5046.4	1948.1	4018.9	CP
5035	1929.6	4005.3	CP
5064.2	1929.6	4018.6	CP
5023.6	1911.1	3991.7	CP
5052.8	1911.1	4005	CP
5041.4	1892.6	3991.4	MOp
5070.5	1892.6	4004.7	MOp
5030	1874.1	3977.8	MOp
5059.1	1874.1	3991.1	MOp
5047.7	1855.7	3977.5	MOp
5076.8	1855.7	3990.7	MOp
5036.3	1837.2	3963.9	MOp
5065.4	1837.2	3977.2	MOp
5083.1	1818.7	3976.8	MOp
5042.6	1800.2	3950	MOp
5071.7	1800.2	3963.3	MOp
5060.3	1781.7	3949.7	MOp
5089.5	1781.7	3962.9	MOp
5048.9	1763.2	3936.1	MOp
5078.1	1763.2	3949.3	MOp
5066.7	1744.8	3935.8	MOp
5095.8	1744.8	3949	MOp
5055.3	1726.3	3922.2	MOp
5084.4	1726.3	3935.4	MOp
5073	1707.8	3921.9	MOp
5102.1	1707.8	3935.1	MOp
5061.6	1689.3	3908.3	MOp
5090.7	1689.3	3921.5	MOp
5079.3	1670.8	3907.9	MOp
5108.5	1670.8	3921.2	MOp
5067.9	1652.3	3894.4	MOp
5097.1	1652.3	3907.6	MOp
5085.7	1633.9	3894	MOp
5114.8	1633.9	3907.3	MOp
5074.3	1615.4	3880.5	MOp
5103.4	1615.4	3893.7	MOp
5092	1596.9	3880.1	MOp
5121.1	1596.9	3893.4	MOp
5080.6	1578.4	3866.5	MOp
5109.7	1578.4	3879.8	MOp
5098.3	1559.9	3866.2	MOp
5127.4	1559.9	3879.5	MOp
5086.9	1541.5	3852.6	MOp
5116	1541.5	3865.9	MOp
5104.6	1523	3852.3	MOp
5133.8	1523	3865.5	MOp
5093.2	1504.5	3838.7	MOp
5122.4	1504.5	3852	MOp
5111	1486	3838.4	MOp
5140.1	1486	3851.6	MOp
5099.6	1467.5	3824.8	MOp
5117.3	1449	3824.5	MOp
5146.4	1449	3837.7	MOp
5105.9	1430.6	3810.9	MOp
5135	1430.6	3824.1	MOp
5123.6	1412.1	3810.6	MOp
5152.7	1412.1	3823.8	MOp
5112.2	1393.6	3797	MOp
5141.3	1393.6	3810.2	MOp
5129.9	1375.1	3796.7	MOp
5159.1	1375.1	3809.9	MOp
5118.5	1356.6	3783.1	MOp
5147.7	1356.6	3796.3	MOp
5136.3	1338.1	3782.7	MOp
5165.4	1338.1	3796	MOp
5124.9	1319.7	3769.2	MOp
5154	1319.7	3782.4	MOp
5142.6	1301.2	3768.8	MOp
5171.7	1301.2	3782.1	MOp
5131.2	1282.7	3755.3	MOp
5160.3	1282.7	3768.5	MOp
5148.9	1264.2	3754.9	MOp
5178.1	1264.2	3768.2	MOp
5137.5	1245.7	3741.3	MOp
5166.7	1245.7	3754.6	MOp
5155.3	1227.2	3741	MOp
5184.4	1227.2	3754.3	MOp
5143.9	1208.8	3727.4	MOp
5173	1208.8	3740.7	MOp
5161.6	1190.3	3727.1	MOp
5190.7	1190.3	3740.4	MOp
5150.2	1171.8	3713.5	MOp
5179.3	1171.8	3726.8	MOp
5167.9	1153.3	3713.2	MOp
5197	1153.3	3726.4	MOp
5156.5	1134.8	3699.6	MOp
5185.6	1134.8	3712.9	MOp
5203.4	1116.3	3712.5	MOp
5162.8	1097.9	3685.7	MOp
5192	1097.9	3699	MOp
5180.6	1079.4	3685.4	MOp
5209.7	1079.4	3698.6	MOp
5169.2	1060.9	3671.8	MOp
5198.3	1060.9	3685	MOp
5186.9	1042.4	3671.5	MOp
5216	1042.4	3684.7	MOp
5175.5	1023.9	3657.9	MOp
5204.6	1023.9	3671.1	MOp
5193.2	1005.4	3657.6	MOp
5222.4	1005.4	3670.8	MOp
5181.8	987	3644	MOp
5211	987	3657.2	MOp
5199.6	968.5	3643.6	MOp
5228.7	968.5	3656.9	MOp
5188.2	950	3630.1	MOp
5217.3	950	3643.3	MOp
5205.9	931.5	3629.7	MOp
5235	931.5	3643	MOp
5194.5	913	3616.2	MOp
5223.6	913	3629.4	MOp
5212.2	894.6	3615.8	MOp
5241.3	894.6	3629.1	MOp
5200.8	876.1	3602.2	MOp
5229.9	876.1	3615.5	MOp
5218.5	857.6	3601.9	MOp
5247.7	857.6	3615.2	root
5207.1	839.1	3588.3	root
5236.3	839.1	3601.6	root
5224.9	820.6	3588	root
5254	820.6	3601.3	root
5213.5	802.1	3574.4	root
5242.6	802.1	3587.7	root
5231.2	783.7	3574.1	root
5260.3	783.7	3587.3	root
5219.8	765.2	3560.5	root
5237.5	746.7	3560.2	root
5266.6	746.7	3573.4	root
5226.1	728.2	3546.6	root
5255.2	728.2	3559.8	root
5026.8	4076.1	3722.2	CP
5007.1	4076.1	3747.5	CP
5041.3	4057	3713.3	CP
5021.7	4057	3738.6	CP
5036.3	4038	3729.6	CP
5016.6	4038	3754.9	CP
5050.9	4018.9	3720.7	CP
5031.2	4018.9	3746	CP
5045.8	3999.8	3737.1	CP
5026.1	3999.8	3762.3	CP
5060.4	3980.8	3728.1	CP
5040.7	3980.8	3753.4	CP
5055.3	3961.7	3744.5	CP
5035.7	3961.7	3769.7	CP
5069.9	3942.6	3735.6	CP
5050.3	3942.6	3760.8	CP
5064.9	3923.6	3751.9	CP
5045.2	3923.6	3777.1	CP
5079.4	3904.5	3743	CP
5059.8	3904.5	3768.2	CP
5074.4	3885.4	3759.3	CP
5054.7	3885.4	3784.6	CP
5089	3866.4	3750.4	CP
5069.3	3866.4	3775.6	CP
5083.9	3847.3	3766.7	CP
5064.2	3847.3	3792	CP
5098.5	3828.2	3757.8	CP
5078.8	3828.2	3783	CP
5093.4	3809.2	3774.1	CP
5073.8	3809.2	3799.4	CP
5108	3790.1	3765.2	CP
5088.4	3790.1	3790.5	CP
5102.9	3771	3781.5	CP
5083.3	3771	3806.8	CP
5117.5	3752	3772.6	CP
5097.9	3752	3797.9	CP
5092.8	3732.9	3814.2	CP
5127.1	3713.8	3780	CP
5107.4	3713.8	3805.3	CP
5122	3694.8	3796.4	CP
5102.3	3694.8	3821.6	CP
5136.6	3675.7	3787.5	CP
5116.9	3675.7	3812.7	CP
5131.5	3656.6	3803.8	CP
5111.9	3656.6	3829	CP
5146.1	3637.6	3794.9	CP
5126.5	3637.6	3820.1	CP
5141	3618.5	3811.2	CP
5121.4	3618.5	3836.5	CP
