,dSPN_left,dSPN_right,iSPN_left,iSPN_right,GPi_left,GPi_right,GPeP_left,GPeP_right,Th_left,Th_right,state_num,state_num_full,chosen_action,trial_num,bin_num,seed,phase,block
0,0,0,0,0,1,1,1,1,0,0,60,816,right,0,0,156_0,0,left
1,0,0,0,0,1,1,1,1,0,0,60,816,right,0,1,156_0,0,left
2,0,0,0,0,1,1,1,1,0,0,60,816,right,0,2,156_0,0,left
3,0,0,0,0,1,1,1,1,0,0,60,816,right,0,3,156_0,0,left
4,0,0,0,0,1,1,1,1,0,0,60,816,right,0,4,156_0,0,left
5,0,0,0,0,1,1,1,1,0,0,60,816,right,0,5,156_0,0,left
6,0,0,0,0,1,1,1,1,0,0,60,99120,right,0,6,156_0,0,left
7,0,0,0,0,1,1,1,1,0,0,60,100144,right,0,7,156_0,0,left
8,0,0,0,0,1,1,1,1,1,1,63,231219,right,0,8,156_0,0,left
9,0,0,0,0,1,1,1,1,1,1,63,231219,right,0,9,156_0,0,left
10,0,1,0,0,1,0,1,0,1,1,299,239139,right,0,10,156_0,0,left
11,0,1,0,1,1,0,1,0,1,1,363,241191,right,0,11,156_0,1,left
12,1,1,1,1,1,0,1,0,1,1,1003,261671,right,0,12,156_0,1,left
13,1,1,1,1,0,0,1,0,1,1,971,261831,right,0,13,156_0,1,left
14,1,1,1,1,0,0,1,0,1,1,971,196295,right,0,14,156_0,1,left
15,1,1,1,1,0,0,1,0,1,1,971,196295,right,0,15,156_0,1,left
16,1,1,1,1,0,0,1,0,1,1,971,196295,right,0,16,156_0,1,left
17,1,1,1,1,0,0,1,0,1,1,971,196303,right,0,17,156_0,1,left
18,1,1,0,1,0,0,1,0,1,1,843,192199,right,0,18,156_0,1,left
19,0,1,0,1,1,1,1,0,1,1,379,174839,right,0,19,156_0,1,left
20,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,20,156_0,1,left
21,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,21,156_0,1,left
22,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,22,156_0,1,left
23,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,23,156_0,1,left
24,0,1,0,1,0,0,1,0,0,1,329,174661,right,0,24,156_0,1,left
25,0,1,0,1,0,0,1,0,0,1,329,175685,right,0,25,156_0,1,left
26,0,1,0,1,0,0,1,0,0,1,329,175685,right,0,26,156_0,1,left
27,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,27,156_0,1,left
28,0,1,0,1,0,0,1,0,0,1,329,174661,right,0,28,156_0,1,left
29,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,29,156_0,1,left
30,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,30,156_0,1,left
31,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,31,156_0,1,left
32,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,32,156_0,1,left
33,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,33,156_0,1,left
34,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,34,156_0,1,left
35,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,35,156_0,1,left
36,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,36,156_0,1,left
37,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,37,156_0,1,left
38,0,1,0,1,1,0,1,0,0,1,361,174693,right,0,38,156_0,1,left
39,0,1,0,1,1,0,1,0,0,1,361,141925,right,0,39,156_0,1,left
40,0,1,0,1,1,0,1,0,0,1,361,141925,right,0,40,156_0,1,left
41,0,1,0,1,1,0,1,0,0,1,361,10853,right,0,41,156_0,2,left
42,0,1,0,1,1,0,1,0,0,1,361,10853,right,0,42,156_0,2,left
43,0,1,0,1,1,0,1,0,0,1,361,10853,right,0,43,156_0,2,left
44,0,1,0,1,1,0,1,1,0,1,365,11109,right,0,44,156_0,2,left
45,0,1,0,1,1,0,1,1,0,1,365,11109,right,0,45,156_0,2,left
46,0,1,0,0,1,0,1,1,0,1,301,9057,right,0,46,156_0,2,left
47,0,1,0,1,1,0,1,0,0,1,361,10785,right,0,47,156_0,2,left
48,0,1,0,0,1,0,1,1,0,1,301,8997,right,0,48,156_0,2,left
49,0,1,0,1,1,0,1,1,0,1,365,11041,right,0,49,156_0,2,left
50,0,0,0,0,1,1,1,0,0,1,57,565,right,0,50,156_0,2,left
51,0,0,0,0,1,1,1,1,0,0,60,820,right,0,51,156_0,2,left
52,0,0,0,0,1,1,1,1,0,0,60,816,right,0,52,156_0,2,left
53,0,0,0,0,1,1,1,1,0,0,60,816,right,0,53,156_0,2,left
54,0,0,0,0,1,1,1,1,0,0,60,816,right,0,54,156_0,2,left
55,0,0,0,0,1,1,1,1,0,0,60,816,right,0,55,156_0,2,left
56,0,0,0,0,1,1,1,1,0,0,60,816,right,0,56,156_0,2,left
57,0,0,0,0,1,1,1,1,0,0,60,816,right,0,57,156_0,2,left
58,0,0,0,0,1,1,1,1,0,0,60,816,right,0,58,156_0,2,left
59,0,0,0,0,1,1,1,1,0,0,60,816,right,0,59,156_0,2,left
60,0,0,0,0,1,1,1,1,0,0,60,816,right,0,60,156_0,2,left
61,0,0,0,0,1,1,1,1,0,0,60,816,right,0,61,156_0,2,left
62,0,0,0,0,1,1,1,1,0,0,60,816,right,0,62,156_0,2,left
63,0,0,0,0,1,1,1,1,0,0,60,816,right,0,63,156_0,2,left
64,0,0,0,0,1,1,1,1,0,0,60,816,right,0,64,156_0,2,left
65,0,0,0,0,1,1,1,1,0,0,60,816,right,0,65,156_0,2,left
66,0,0,0,0,1,1,1,1,0,0,60,816,right,0,66,156_0,2,left
67,0,0,0,0,1,1,1,1,0,0,60,816,right,0,67,156_0,2,left
68,0,0,0,0,1,1,1,1,0,0,60,816,right,0,68,156_0,2,left
69,0,0,0,0,1,1,1,1,0,0,60,816,right,0,69,156_0,2,left
70,0,0,0,0,1,1,1,1,0,0,60,816,right,0,70,156_0,2,left
71,0,0,0,0,1,1,1,1,0,0,60,816,right,0,71,156_0,2,left
72,0,0,0,0,1,1,1,1,0,0,60,880,right,0,72,156_0,2,left
73,0,0,0,0,1,1,1,1,0,0,60,880,right,0,73,156_0,2,left
74,0,0,0,0,1,1,1,1,0,0,60,880,right,0,74,156_0,2,left
75,0,0,0,0,1,1,1,1,0,0,60,816,right,0,75,156_0,2,left
76,0,0,0,0,1,1,1,1,0,0,60,816,right,0,76,156_0,2,left
77,0,0,0,0,1,1,1,1,0,0,60,816,right,0,77,156_0,2,left
78,0,0,0,0,1,1,1,1,0,0,60,816,right,0,78,156_0,2,left
79,0,0,0,0,1,1,1,1,0,0,60,816,right,0,79,156_0,2,left
80,0,0,0,0,1,1,1,1,0,0,60,816,right,0,80,156_0,2,left
81,0,0,0,0,1,1,1,1,0,0,60,816,right,0,81,156_0,2,left
82,0,0,0,0,1,1,1,1,0,0,60,816,right,0,82,156_0,2,left
83,0,0,0,0,1,1,1,1,0,0,60,816,right,0,83,156_0,2,left
84,0,0,0,0,1,1,1,1,0,0,60,816,right,0,84,156_0,2,left
85,0,0,0,0,1,1,1,1,0,0,60,816,right,0,85,156_0,2,left
86,0,0,0,0,1,1,1,1,0,0,60,816,right,0,86,156_0,2,left
87,0,0,0,0,1,1,1,1,0,0,60,816,right,0,87,156_0,2,left
88,0,0,0,0,1,1,1,1,0,0,60,816,right,0,88,156_0,2,left
89,0,0,0,0,1,1,1,1,0,0,60,816,right,0,89,156_0,2,left
90,0,0,0,0,1,1,1,1,0,0,60,816,right,0,90,156_0,2,left
91,0,0,0,0,1,1,1,1,0,0,60,816,right,0,91,156_0,2,left
92,0,0,0,0,1,1,1,0,0,0,56,560,right,0,92,156_0,2,left
93,0,0,0,0,1,1,1,1,0,0,60,820,right,0,93,156_0,2,left
94,0,0,0,0,1,1,1,1,0,0,60,816,right,0,94,156_0,2,left
95,0,0,0,0,1,1,1,1,0,0,60,816,right,0,95,156_0,2,left
96,0,0,0,0,1,1,1,1,0,0,60,816,left,1,96,156_0,0,left
97,0,0,0,0,1,1,1,1,0,0,60,816,left,1,97,156_0,0,left
98,0,0,0,0,1,1,1,1,0,0,60,816,left,1,98,156_0,0,left
99,0,0,0,0,1,1,1,1,0,0,60,816,left,1,99,156_0,0,left
100,0,0,0,0,1,1,1,1,0,0,60,99120,left,1,100,156_0,0,left
101,0,0,0,0,1,1,1,1,0,0,60,100144,left,1,101,156_0,0,left
102,0,0,0,0,1,1,1,1,1,0,62,231218,left,1,102,156_0,0,left
103,0,0,0,0,1,1,1,1,1,1,63,231219,left,1,103,156_0,0,left
104,1,0,0,0,0,1,1,1,1,1,543,247571,left,1,104,156_0,0,left
105,1,1,1,0,0,0,1,1,1,1,911,259847,left,1,105,156_0,1,left
106,1,1,1,1,0,0,0,1,1,1,967,261515,left,1,106,156_0,1,left
107,1,1,1,1,0,0,0,1,1,1,967,261579,left,1,107,156_0,1,left
108,1,1,1,1,0,0,0,1,1,1,967,228811,left,1,108,156_0,1,left
109,1,1,1,1,0,0,0,1,1,1,967,228811,left,1,109,156_0,1,left
110,1,1,1,0,0,0,0,1,1,1,903,226763,left,1,110,156_0,1,left
111,1,1,1,0,1,0,0,1,1,1,935,225707,left,1,111,156_0,1,left
112,1,0,1,0,1,1,0,1,1,1,695,217531,left,1,112,156_0,1,left
113,1,0,1,0,0,1,0,1,1,1,663,217499,left,1,113,156_0,1,left
114,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,114,156_0,1,left
115,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,115,156_0,1,left
116,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,116,156_0,1,left
117,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,117,156_0,1,left
118,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,118,156_0,1,left
119,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,119,156_0,1,left
120,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,120,156_0,1,left
121,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,121,156_0,1,left
122,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,122,156_0,1,left
123,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,123,156_0,1,left
124,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,124,156_0,1,left
125,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,125,156_0,1,left
126,1,0,1,0,0,1,0,1,1,0,662,218522,left,1,126,156_0,1,left
127,1,0,1,0,0,1,0,1,1,0,662,218522,left,1,127,156_0,1,left
128,1,0,1,0,0,1,0,1,1,0,662,218522,left,1,128,156_0,1,left
129,1,0,1,0,0,1,0,1,1,0,662,218522,left,1,129,156_0,1,left
130,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,130,156_0,1,left
131,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,131,156_0,1,left
132,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,132,156_0,1,left
133,1,0,1,0,0,1,0,1,1,0,662,151962,left,1,133,156_0,1,left
134,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,134,156_0,1,left
135,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,135,156_0,2,left
136,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,136,156_0,2,left
137,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,137,156_0,2,left
138,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,138,156_0,2,left
139,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,139,156_0,2,left
140,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,140,156_0,2,left
141,1,0,1,0,0,1,0,1,1,0,662,20890,left,1,141,156_0,2,left
142,1,0,1,0,0,1,1,1,1,0,670,21402,left,1,142,156_0,2,left
143,1,0,1,0,0,1,1,1,1,0,670,21394,left,1,143,156_0,2,left
144,0,0,0,0,1,1,1,1,1,0,62,946,left,1,144,156_0,2,left
145,0,0,0,0,1,1,1,1,0,0,60,816,left,1,145,156_0,2,left
146,0,0,0,0,1,1,1,1,0,0,60,816,left,1,146,156_0,2,left
147,0,0,0,0,1,1,1,1,0,0,60,816,left,1,147,156_0,2,left
148,0,0,0,0,1,1,1,1,0,0,60,816,left,1,148,156_0,2,left
149,0,0,0,0,0,1,1,1,0,0,28,784,left,1,149,156_0,2,left
150,0,0,0,0,0,1,1,1,0,0,28,784,left,1,150,156_0,2,left
151,0,0,0,0,1,1,1,1,0,0,60,816,left,1,151,156_0,2,left
152,0,0,0,0,1,1,1,1,0,0,60,816,left,1,152,156_0,2,left
153,0,0,0,0,1,1,1,1,0,0,60,816,left,1,153,156_0,2,left
154,0,0,0,0,1,1,1,1,0,0,60,816,left,1,154,156_0,2,left
155,0,0,0,0,1,1,1,1,0,0,60,816,left,1,155,156_0,2,left
156,0,0,0,0,1,1,1,1,0,0,60,816,left,1,156,156_0,2,left
157,0,0,0,0,1,1,1,1,0,0,60,816,left,1,157,156_0,2,left
158,0,0,0,0,1,1,1,1,0,0,60,816,left,1,158,156_0,2,left
159,0,0,0,0,1,1,1,1,0,0,60,816,left,1,159,156_0,2,left
160,0,0,0,0,1,1,1,1,0,0,60,816,left,1,160,156_0,2,left
161,0,0,0,0,1,1,1,1,0,0,60,816,left,1,161,156_0,2,left
162,0,0,0,0,1,1,1,1,0,0,60,816,left,1,162,156_0,2,left
163,0,0,0,0,1,1,1,1,0,0,60,816,left,1,163,156_0,2,left
164,0,0,0,0,1,1,1,1,0,0,60,816,left,1,164,156_0,2,left
165,0,0,0,0,1,1,1,1,0,0,60,816,left,1,165,156_0,2,left
166,0,0,0,0,1,1,1,1,0,0,60,816,left,1,166,156_0,2,left
167,0,0,0,0,1,1,1,1,0,0,60,816,left,1,167,156_0,2,left
168,0,0,0,0,1,1,1,1,0,0,60,816,left,1,168,156_0,2,left
169,0,0,0,0,1,1,1,1,0,0,60,816,left,1,169,156_0,2,left
170,0,0,0,0,1,1,1,1,0,0,60,816,left,1,170,156_0,2,left
171,0,0,0,0,1,1,1,1,0,0,60,816,left,1,171,156_0,2,left
172,0,0,0,0,1,1,1,1,0,0,60,816,left,1,172,156_0,2,left
173,0,0,0,0,1,1,1,1,0,0,60,816,left,1,173,156_0,2,left
174,0,0,0,0,1,1,1,1,0,0,60,816,left,1,174,156_0,2,left
175,0,0,0,0,1,1,1,1,0,0,60,816,left,1,175,156_0,2,left
176,0,0,0,0,1,1,1,1,0,0,60,816,left,1,176,156_0,2,left
177,0,0,0,0,1,1,1,1,0,0,60,816,left,1,177,156_0,2,left
178,0,0,0,0,1,1,1,1,0,0,60,816,left,1,178,156_0,2,left
179,0,0,0,0,1,1,1,1,0,0,60,816,left,1,179,156_0,2,left
180,0,0,0,0,1,1,1,1,0,0,60,816,left,1,180,156_0,2,left
181,0,0,0,0,1,1,1,1,0,0,60,816,left,1,181,156_0,2,left
182,0,0,0,0,1,1,1,1,0,0,60,816,left,1,182,156_0,2,left
