,bin_num,Time(ms),chosen_action,seed,phase,block,trial_num,CxI_common,Cx_left,Cx_right,dSPN_left,dSPN_right,iSPN_left,iSPN_right,FSI_common,GPeP_left,GPeP_right,GPeA_left,GPeA_right,GPi_left,GPi_right,STN_left,STN_right,Th_left,Th_right,conflict
0,0,0.0,left,163_0,0,left,0,0.6516780710329096,0.0,0.0,2.686868686868687,2.484848484848484,4.3434343434343425,4.585858585858585,6.7474747474747465,52.716450216450205,53.3306277056277,9.354066985645932,8.484848484848486,85.19191919191918,87.95959595959594,24.666666666666664,25.218181818181815,3.9191919191919187,2.9090909090909087,No
1,1,10.0,left,163_0,0,left,0,0.6842619745845552,0.0,0.0,2.2626262626262625,2.9696969696969693,4.3434343434343425,5.1313131313131315,6.585858585858586,53.152056277056275,52.58116883116883,10.486443381180225,7.81499202551834,87.19191919191918,87.07070707070706,24.88888888888889,25.412121212121214,4.363636363636363,3.373737373737374,No
2,2,20.0,left,163_0,0,left,0,0.5702183121537959,0.06684491978609626,0.059417706476530004,2.424242424242424,3.3939393939393936,4.181818181818181,4.666666666666666,6.3434343434343425,53.879870129870135,52.85443722943723,10.47049441786284,8.014354066985646,87.65656565656565,86.18181818181819,24.375757575757575,25.664646464646463,3.777777777777778,3.4747474747474754,No
3,3,30.0,left,163_0,0,left,0,0.8145975887911372,1.7305407011289362,1.7305407011289362,2.545454545454545,2.8282828282828287,4.040404040404041,4.6060606060606055,7.212121212121213,53.89610389610389,53.152056277056275,10.239234449760767,8.269537480063795,86.26262626262627,86.86868686868685,24.55757575757576,25.15353535353535,3.515151515151515,3.454545454545455,No
4,4,40.0,left,163_0,0,left,0,0.9123492994460733,5.221330956625073,5.808080808080808,2.2828282828282824,2.666666666666667,3.070707070707071,4.545454545454545,8.80808080808081,56.10930735930736,51.81547619047619,9.290271132376397,8.7719298245614,85.77777777777779,88.22222222222221,22.97979797979798,25.301010101010096,4.08080808080808,3.939393939393939,No
5,5,50.0,left,163_0,0,left,0,1.3196480938416422,10.249554367201425,10.034165181224004,2.9898989898989896,2.747474747474748,2.5656565656565653,3.575757575757576,10.18181818181818,55.129870129870135,54.30465367965367,6.993620414673046,8.819776714513557,84.08080808080807,85.85858585858585,23.03434343434343,25.105050505050507,6.92929292929293,5.474747474747475,No
6,6,60.0,left,163_0,0,left,0,1.9550342130987295,15.047534165181224,13.524955436720141,4.424242424242424,3.5959595959595956,2.5656565656565657,3.393939393939394,11.737373737373735,54.51298701298701,54.848484848484844,4.696969696969697,8.437001594896334,80.7878787878788,84.04040404040404,23.555555555555554,24.210101010101013,10.545454545454543,9.27272727272727,No
7,7,70.0,left,163_0,0,left,0,2.7370478983382203,19.518716577540104,17.69162210338681,7.03030303030303,4.828282828282829,4.242424242424243,3.3737373737373733,13.515151515151514,50.76298701298701,56.961580086580085,2.990430622009569,7.926634768740031,75.59595959595958,81.03030303030302,24.840404040404042,23.62828282828282,16.1010101010101,14.28282828282828,No
8,8,80.0,left,163_0,0,left,0,3.8449006190941675,23.819073083778964,21.925133689839573,10.424242424242424,6.888888888888888,6.949494949494949,5.1313131313131315,15.818181818181815,47.07792207792207,55.73863636363637,3.6682615629984046,6.953748006379585,71.03030303030302,75.83838383838385,27.478787878787877,23.094949494949493,24.040404040404038,20.505050505050505,No
9,9,90.0,left,163_0,0,left,0,4.7165200391006845,25.868983957219253,23.039215686274506,12.262626262626263,9.838383838383837,9.434343434343434,7.616161616161616,16.565656565656564,46.55032467532467,51.8939393939394,5.279106858054226,6.9377990430622,68.00000000000001,70.14141414141415,28.19191919191919,24.654545454545453,30.787878787878785,27.97979797979798,No
