ccf_ap	ccf_dv	ccf_lr	allen_ontology
5793	1024.4	3269.1	SSp
5782.8	1005.1	3255.8	SSp
5809.2	1005.1	3273.8	SSp
5772.5	985.8	3242.4	SSp
5798.9	985.8	3260.5	SSp
5788.7	966.5	3247.1	SSp
5815.1	966.5	3265.1	SSp
5778.4	947.2	3233.8	SSp
5804.8	947.2	3251.8	SSp
5794.5	927.9	3238.5	SSp
5821	927.9	3256.5	SSp
5784.3	908.6	3225.1	SSp
5810.7	908.6	3243.2	SSp
5800.4	889.3	3229.8	SSp
5826.9	889.3	3247.8	SSp
5790.2	870	3216.5	SSp
5816.6	870	3234.5	SSp
5806.3	850.7	3221.2	SSp
5832.8	850.7	3239.2	SSp
5796.1	831.4	3207.8	SSp
5822.5	831.4	3225.9	SSp
5812.2	812.1	3212.5	SSp
5838.7	812.1	3230.5	SSp
5802	792.8	3199.2	SSp
5828.4	792.8	3217.2	SSp
5818.1	773.5	3203.9	SSp
5844.6	773.5	3221.9	root
5807.8	754.2	3190.5	root
5834.3	754.2	3208.6	root
5824	734.9	3195.2	root
5850.5	734.9	3213.2	root
5813.7	715.6	3181.9	root
5840.2	715.6	3199.9	root
5829.9	696.3	3186.6	root
5856.4	696.3	3204.6	root
5819.6	677	3173.2	root
5835.8	657.7	3177.9	root
5862.2	657.7	3195.9	root
5825.5	638.4	3164.6	root
5852	638.4	3182.6	root
