,bin_num,Time(ms),chosen_action,seed,phase,block,trial_num,CxI_common,Cx_left,Cx_right,dSPN_left,dSPN_right,iSPN_left,iSPN_right,FSI_common,GPeP_left,GPeP_right,GPeA_left,GPeA_right,GPi_left,GPi_right,STN_left,STN_right,Th_left,Th_right,conflict
0,0,0.0,left,244_0,0,left,0,0.9856630824372757,0.0,0.0,3.393939393939394,2.8282828282828283,4.565656565656565,4.262626262626262,6.96969696969697,51.2987012987013,55.005411255411246,5.510366826156299,2.272727272727273,88.88888888888889,85.2121212121212,24.12727272727273,24.335353535353537,2.747474747474747,2.808080808080808,No
1,1,10.0,left,244_0,0,left,0,0.8797653958944281,0.0,0.0,4.060606060606061,3.01010101010101,4.585858585858586,3.9797979797979797,7.191919191919192,51.3284632034632,54.89177489177489,6.212121212121212,1.8500797448165864,86.28282828282828,84.42424242424242,24.646464646464644,24.01414141414141,3.3131313131313136,3.636363636363637,No
2,2,20.0,left,244_0,0,left,0,0.8879113717823395,0.10398098633392751,0.11140819964349377,4.0,3.353535353535354,4.2020202020202015,3.777777777777778,6.949494949494949,52.10497835497836,54.70779220779221,7.767145135566187,1.9776714513556615,84.90909090909089,85.45454545454545,25.14545454545454,23.418181818181814,3.6969696969696972,3.8383838383838382,No
3,3,30.0,left,244_0,0,left,0,1.0019550342130985,1.7602495543672014,1.478015448603684,3.9393939393939394,4.242424242424242,4.282828282828283,4.0606060606060606,7.6565656565656575,52.721861471861466,53.33603896103897,8.763955342902712,2.272727272727273,84.46464646464646,84.70707070707068,24.569696969696967,23.674747474747473,3.6565656565656566,3.7171717171717176,No
4,4,40.0,left,244_0,0,left,0,1.0589768654284784,5.9640522875816995,5.7486631016042775,3.232323232323232,4.08080808080808,3.4141414141414144,3.636363636363637,9.373737373737372,54.08008658008657,53.67965367965368,9.218500797448165,2.8070175438596494,85.97979797979798,86.38383838383837,24.123232323232322,24.29090909090909,3.797979797979798,4.181818181818181,No
5,5,50.0,left,244_0,0,left,0,1.5314434669273376,10.457516339869281,10.145573380867496,2.929292929292929,4.02020202020202,2.929292929292929,3.4545454545454546,11.313131313131311,54.60227272727272,53.8095238095238,8.971291866028709,3.668261562998406,86.4040404040404,87.29292929292927,23.674747474747473,24.094949494949493,6.040404040404041,5.2727272727272725,No
6,6,60.0,left,244_0,0,left,0,2.223851417399804,14.520202020202019,14.676173499702912,2.666666666666666,4.0,3.070707070707071,3.6767676767676774,13.050505050505052,53.97727272727273,53.63095238095238,7.894736842105263,4.7527910685805415,87.91919191919192,87.39393939393939,23.49090909090909,23.95959595959596,8.222222222222221,7.393939393939394,No
7,7,70.0,left,244_0,0,left,0,3.062886933854676,18.72400475341652,18.28579916815211,2.282828282828283,3.575757575757576,2.7676767676767677,3.595959595959596,14.585858585858587,53.88257575757575,54.12337662337663,7.073365231259969,5.62200956937799,88.6060606060606,86.98989898989899,23.145454545454545,24.002020202020198,10.363636363636363,10.303030303030303,No
8,8,80.0,left,244_0,0,left,0,3.8937764744216357,22.69756387403446,21.969696969696965,2.7676767676767677,3.898989898989899,2.9696969696969693,4.444444444444444,16.68686868686869,53.89880952380952,52.43777056277056,6.108452950558213,6.523125996810208,87.57575757575756,86.24242424242424,22.844444444444445,24.424242424242422,13.939393939393938,13.070707070707071,No
9,9,90.0,left,244_0,0,left,0,4.675790159661127,25.200534759358288,24.89601901366607,3.191919191919192,3.8787878787878785,3.515151515151515,5.05050505050505,18.181818181818183,52.92207792207792,52.2077922077922,5.518341307814992,7.376395534290271,87.29292929292929,85.95959595959596,23.066666666666666,25.450505050505047,19.05050505050505,18.040404040404038,No
