session,matching_seed,repetition,pipeline_success,pattern_pass,chan_dom_L_min,chan_dom_L_mean,chan_dom_R_min,chan_dom_R_mean,late_L_d_minus_i,late_L_i_minus_dR,late_R_d_minus_i,late_R_i_minus_dL,min_required_margin,error
Richards_2017-11-01,27,27,True,False,0.46043872568694155,1.7286789466985215,0.5509453388637868,1.7286789466985224,0.053489012818340065,0.46310884146598175,0.03745102783186027,-0.3303078094173015,-0.3303078094173015,
Richards_2017-11-01,27,28,True,False,1.1893731799474392,1.835602501399084,1.2914833657131282,1.835602501399083,-0.14486024862123736,0.47061360011699604,-0.2124310847554478,-0.04870771771950587,-0.2124310847554478,
Richards_2017-11-01,27,29,True,False,,,,,,,,,,
Richards_2017-11-01,27,30,True,False,,,,,,,,,,
Richards_2017-11-01,27,31,True,False,0.8419956816530432,1.6405408846532874,1.5258384176870028,1.6405408846532874,-0.1927522146772691,0.4336595389451452,0.6826586813672242,-0.09004454274168334,-0.1927522146772691,
Richards_2017-11-01,27,32,True,False,,,,,,,,,,
Richards_2017-11-01,27,33,True,False,,,,,,,,,,
Richards_2017-11-01,27,34,True,True,1.784402592655905,2.103273360500019,1.2620876098605018,2.1032733605000193,0.3989319968330116,0.02644021556230873,0.17652437350634953,0.41292960329590356,0.02644021556230873,
Richards_2017-11-01,27,35,True,False,1.3538024478440527,1.657279323510777,0.892431448365818,1.6572793235107757,-0.22767406902413245,0.16010617518716605,0.16254328420302755,-0.3075261626919802,-0.3075261626919802,
Richards_2017-11-01,27,36,True,False,1.6844329398461833,2.1252693816326755,1.1229328310189406,2.125269381632675,-0.03889843531074799,-0.5610469967560083,-0.37909352468134183,0.1024489908381665,-0.5610469967560083,
Richards_2017-11-01,27,37,True,False,,,,,,,,,,
Richards_2017-11-01,27,38,True,False,0.8023405542243949,1.800401129481486,1.0342329657163558,1.800401129481487,0.16943703240093533,0.04710040028311013,-0.029538426883094493,0.1374310264821081,-0.029538426883094493,
Richards_2017-11-01,27,39,True,False,,,,,,,,,,
Richards_2017-11-01,27,40,True,False,1.188433491613976,1.8923481962072295,1.5789013111858228,1.8923481962072266,-0.5300743637377262,-1.288923696291558,-0.5791543113699256,-0.1866387357829157,-1.288923696291558,
Richards_2017-11-01,27,41,True,False,0.6528937600544227,1.5430327211973986,1.2187760639358212,1.5430327211973978,-0.322345848637033,0.2579988305848146,-0.18915240970864577,-0.558754339665149,-0.558754339665149,
Richards_2017-11-01,27,42,True,False,1.9945187500011978,2.166650977916689,1.3892083172168725,2.166650977916689,-0.14994536536564884,-0.14850674253049795,-0.5679681670847558,-0.24505099555581583,-0.5679681670847558,
Richards_2017-11-01,27,43,True,False,,,,,,,,,,
Richards_2017-11-01,27,44,True,False,,,,,,,,,,
Richards_2017-11-01,27,45,True,False,0.9134342405146499,1.6453795170397332,1.357701612867132,1.6453795170397338,-0.06659377515077214,-0.6907615794648161,-0.12078704893538683,0.5174901463423128,-0.6907615794648161,
Richards_2017-11-01,27,46,True,False,,,,,,,,,,
Richards_2017-11-01,27,47,True,False,0.3620003053873422,1.8409060799506414,0.7051876429698669,1.8409060799506405,-0.14238191891717966,-0.023668470823696497,-0.10800554558317266,0.023847648424054513,-0.14238191891717966,
Richards_2017-11-01,27,48,True,False,1.1222000560745156,1.8297061114435877,1.670259746893118,1.8297061114435882,0.3513551545543925,-0.09620164190445041,-0.029348873782572116,0.19573938672140007,-0.09620164190445041,
Richards_2017-11-01,27,49,True,False,0.12644582216938316,1.5439460630977273,1.146150522488755,1.543946063097729,0.9806351214497426,-0.5154517629684743,-0.31602358964614075,0.3531280533076316,-0.5154517629684743,
