session,trial_id,choice_left,decision_time_ms,signed_contrast,random_seed
zadorlab | CSH_ZAD_026 | 2020-08-17,630,1,278.8011519601241,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,631,0,209.8945119482778,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,640,0,176.70644184499906,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,643,1,276.9748917967263,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,644,1,119.72505178573556,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,645,1,102.20660177492391,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,649,1,3647.820211720955,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,651,1,225.29513169502025,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,658,0,145.4387916151063,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,666,0,124.50389152400021,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,694,0,104.19143117678686,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,701,0,604.6032710933105,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,709,1,112.95870099502281,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,712,1,516.035330948398,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,717,1,3639.6506408727873,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,725,0,131.44918073021472,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,729,0,195.29110068424416,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,731,0,112.9260406605681,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,733,0,137.12443063514002,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,736,0,114.08967060106079,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,739,1,199.122940565303,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,740,1,176.22313055426275,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,742,1,186.67802053096239,1.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,748,1,190.22651046043393,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,749,1,220.65990044984574,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,753,1,318.1485303898626,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,758,0,300.99188032318125,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,761,0,164.35046028436773,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,770,0,473.37391017799746,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,775,1,193.55588011603686,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,780,1,1344.8925500451878,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,781,0,291.6893000156051,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,786,1,187.58461994593745,1.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,787,1,3281.2763199272013,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,789,0,122.01641989850032,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,792,0,333.19651984766097,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,793,0,164.84643983085334,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,795,0,138.21994980389718,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,796,0,122.25818978959069,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,798,0,129.63992976301597,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,801,0,137.60518972230784,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,811,0,173.18198960310838,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,813,0,85.20038958022269,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,814,0,98.94374956911633,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,818,0,146.020679522735,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,819,0,129.03737951137373,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,823,0,80.04567946727548,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,826,0,310.9775694279051,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,829,0,348.7075093898966,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,832,0,84.57592935474167,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,839,0,128.98613927154656,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,841,1,277.6728892426945,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,842,1,185.7945892279531,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,849,0,290.24312914316397,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,854,0,186.9582690842435,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,868,1,139.23373889656432,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,876,0,272.6073387948418,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,878,0,103.61238876748757,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,881,0,375.93917872573,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,882,1,254.67431871084045,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,885,0,319.7993086655515,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,887,0,156.86771863784088,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,889,1,170.72792860562913,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,891,0,170.94950858290758,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,900,1,159.3366284637341,1.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,903,1,3263.9833784178336,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,904,1,504.71174839913147,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,908,1,183.31509835206816,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,912,0,252.14369830200667,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,914,1,3081.1869382696386,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,919,1,197.88213819765588,1.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,922,1,3027.923918151828,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,923,0,231.69063813747925,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,924,1,243.89899812149451,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,925,0,346.80417810886865,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,930,1,3322.0775080380918,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,931,1,280.22922802301764,1.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,932,1,363.43427801011785,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,936,1,286.5345679438178,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,946,0,110.746607801957,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,949,0,209.2900377620026,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,960,1,225.35858761011696,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,961,1,366.028837570866,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,977,0,117.61268730197116,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,983,0,85.30970722813436,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,989,0,188.57490714117375,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,990,1,2982.5414471224576,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,995,0,152.32665704388637,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,997,0,391.5952170145829,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,998,1,1466.573436995077,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,999,1,3388.2019569741715,0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1001,1,163.7437069466614,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1002,1,1138.5819569222804,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1004,1,230.5088568937208,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1007,1,206.50898683925334,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1008,1,119.06386682721859,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1012,0,265.8823567589934,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1016,1,1895.682496704012,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1020,1,2323.5976466448847,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1026,1,2530.596326561863,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1031,0,270.191346496631,-0.125,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1034,1,110.76476645939692,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1036,1,158.57833643167396,1.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1039,0,214.79509639357275,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1044,0,131.34856632950687,-0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1055,0,234.06224619066052,0.0625,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1058,1,2972.112366142028,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1059,1,141.78574612196826,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1063,1,134.68260604986426,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1074,1,277.5278858725869,0.25,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1075,1,3156.3896058523824,0.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1097,1,268.8042053459867,1.0,0
zadorlab | CSH_ZAD_026 | 2020-08-17,1099,1,2987.69429530239,1.0,0
danlab | DY_014 | 2020-07-18,4,1,169.62315997571764,-0.0625,4
danlab | DY_014 | 2020-07-18,7,0,3242.7287899573544,0.125,4
danlab | DY_014 | 2020-07-18,8,0,177.84827994838537,0.0625,4
danlab | DY_014 | 2020-07-18,9,0,162.4821599416535,0.0625,4
danlab | DY_014 | 2020-07-18,10,0,177.20835993554118,-0.125,4
danlab | DY_014 | 2020-07-18,11,0,159.97507993088078,0.0625,4
danlab | DY_014 | 2020-07-18,12,0,123.52063991827578,-0.125,4
danlab | DY_014 | 2020-07-18,13,0,103.19349991404891,0.0625,4
danlab | DY_014 | 2020-07-18,21,0,161.34288980964584,-0.125,4
danlab | DY_014 | 2020-07-18,25,0,211.12582979125705,0.0625,4
danlab | DY_014 | 2020-07-18,27,0,170.85593976281643,0.0,4
danlab | DY_014 | 2020-07-18,33,0,114.7483797272173,-0.0625,4
danlab | DY_014 | 2020-07-18,35,0,255.44458970958317,-0.125,4
danlab | DY_014 | 2020-07-18,38,0,150.4879896882585,-0.125,4
danlab | DY_014 | 2020-07-18,43,0,162.03660964035294,-0.125,4
danlab | DY_014 | 2020-07-18,49,0,109.64194958330609,0.0625,4
danlab | DY_014 | 2020-07-18,50,1,142.15416957739535,-0.0625,4
danlab | DY_014 | 2020-07-18,54,0,170.77774953452263,0.0,4
danlab | DY_014 | 2020-07-18,62,0,1560.0379694903381,-0.125,4
danlab | DY_014 | 2020-07-18,64,1,476.7691694796099,0.0,4
danlab | DY_014 | 2020-07-18,72,0,152.7749894247563,-0.125,4
danlab | DY_014 | 2020-07-18,74,1,207.5200394157264,1.0,4
danlab | DY_014 | 2020-07-18,88,0,361.4835392867235,0.0,4
danlab | DY_014 | 2020-07-18,89,0,164.00700926266154,-0.0625,4
danlab | DY_014 | 2020-07-18,94,0,120.54046923987016,-0.125,4
danlab | DY_014 | 2020-07-18,96,0,245.11216923087886,-0.125,4
danlab | DY_014 | 2020-07-18,98,0,155.59777922186413,0.0,4
danlab | DY_014 | 2020-07-18,101,0,85.84391920669532,0.0,4
danlab | DY_014 | 2020-07-18,104,0,2438.8129691825498,-0.0625,4
danlab | DY_014 | 2020-07-18,107,1,135.2374691668956,0.25,4
danlab | DY_014 | 2020-07-18,109,0,203.8413991580228,-0.125,4
danlab | DY_014 | 2020-07-18,110,1,191.05753915357582,0.0,4
danlab | DY_014 | 2020-07-18,111,0,244.85479914733332,-0.0625,4
danlab | DY_014 | 2020-07-18,112,0,221.16153912600112,-0.0625,4
danlab | DY_014 | 2020-07-18,115,0,182.34786910295497,0.0625,4
danlab | DY_014 | 2020-07-18,117,0,3370.4012790832394,0.0625,4
danlab | DY_014 | 2020-07-18,120,0,2545.7335790630395,0.0625,4
danlab | DY_014 | 2020-07-18,122,1,425.1931490462084,0.0625,4
danlab | DY_014 | 2020-07-18,127,1,174.43555900479168,0.0,4
danlab | DY_014 | 2020-07-18,130,1,150.03181899135143,0.0,4
danlab | DY_014 | 2020-07-18,133,1,119.06533894625682,-0.0625,4
danlab | DY_014 | 2020-07-18,134,1,238.59205894018487,0.25,4
danlab | DY_014 | 2020-07-18,151,0,143.63503880269946,0.125,4
danlab | DY_014 | 2020-07-18,153,0,90.82288879199041,0.25,4
danlab | DY_014 | 2020-07-18,154,0,1575.3534787845638,0.0625,4
danlab | DY_014 | 2020-07-18,158,0,108.15639875943361,0.0625,4
danlab | DY_014 | 2020-07-18,174,1,154.18694865797988,1.0,4
danlab | DY_014 | 2020-07-18,182,1,169.4211585853509,-0.0625,4
danlab | DY_014 | 2020-07-18,186,1,118.85133855594177,0.25,4
danlab | DY_014 | 2020-07-18,192,0,142.61321852120545,-0.0625,4
danlab | DY_014 | 2020-07-18,196,0,107.05841847811826,-0.125,4
danlab | DY_014 | 2020-07-18,199,0,132.36460846451337,0.0625,4
danlab | DY_014 | 2020-07-18,202,0,101.38860844870123,-0.125,4
danlab | DY_014 | 2020-07-18,204,0,105.30477843906283,0.125,4
danlab | DY_014 | 2020-07-18,206,1,243.89371842880792,-0.0625,4
danlab | DY_014 | 2020-07-18,208,1,194.6533383984388,0.0,4
danlab | DY_014 | 2020-07-18,209,0,145.67171839075854,-0.125,4
danlab | DY_014 | 2020-07-18,212,0,160.8740183669397,0.0625,4
danlab | DY_014 | 2020-07-18,219,0,392.49554829552835,-0.125,4
danlab | DY_014 | 2020-07-18,225,1,145.8562582677132,0.0,4
danlab | DY_014 | 2020-07-18,234,1,202.2296481545709,0.0,4
danlab | DY_014 | 2020-07-18,239,1,136.09210811137018,1.0,4
danlab | DY_014 | 2020-07-18,240,1,125.0721081064512,-0.0625,4
danlab | DY_014 | 2020-07-18,242,1,153.48497809418404,0.0,4
danlab | DY_014 | 2020-07-18,248,0,230.60848806494505,-0.125,4
danlab | DY_014 | 2020-07-18,250,1,140.7168380553685,1.0,4
danlab | DY_014 | 2020-07-18,255,1,174.91095801324263,-0.0625,4
danlab | DY_014 | 2020-07-18,257,1,155.1821480002218,0.125,4
danlab | DY_014 | 2020-07-18,267,0,195.89081794197227,-0.125,4
danlab | DY_014 | 2020-07-18,269,1,157.63148791438653,-0.125,4
danlab | DY_014 | 2020-07-18,271,1,274.34988790309944,-0.0625,4
danlab | DY_014 | 2020-07-18,272,1,160.0882478926451,-0.0625,4
danlab | DY_014 | 2020-07-18,279,1,160.90699781534568,-0.0625,4
danlab | DY_014 | 2020-07-18,280,0,81.55540780899173,-0.0625,4
danlab | DY_014 | 2020-07-18,281,0,202.33322780404706,-0.0625,4
danlab | DY_014 | 2020-07-18,288,0,123.11879768776635,-0.125,4
danlab | DY_014 | 2020-07-18,289,0,99.80715768324444,-0.125,4
danlab | DY_014 | 2020-07-18,290,1,143.0260676781927,0.125,4
danlab | DY_014 | 2020-07-18,291,1,139.5439476732463,-0.0625,4
danlab | DY_014 | 2020-07-18,292,0,109.20725766663963,-0.0625,4
danlab | DY_014 | 2020-07-18,293,1,165.3895376618948,1.0,4
danlab | DY_014 | 2020-07-18,296,0,3465.3806976455144,0.0625,4
danlab | DY_014 | 2020-07-18,298,0,97.3974676310263,0.0625,4
danlab | DY_014 | 2020-07-18,299,0,167.10640762403273,0.0625,4
danlab | DY_014 | 2020-07-18,311,1,115.63421740197555,-0.125,4
danlab | DY_014 | 2020-07-18,317,0,1688.7944073689596,-0.125,4
danlab | DY_014 | 2020-07-18,321,0,86.54268727855197,0.0,4
danlab | DY_014 | 2020-07-18,322,0,908.176027272475,-0.0625,4
danlab | DY_014 | 2020-07-18,323,0,149.70280725742668,-0.0625,4
danlab | DY_014 | 2020-07-18,324,0,2768.571717251234,-0.125,4
danlab | DY_014 | 2020-07-18,342,1,223.25827696863598,-0.125,4
danlab | DY_014 | 2020-07-18,343,1,173.27184692112496,-0.0625,4
danlab | DY_014 | 2020-07-18,345,1,214.25305690968344,-0.125,4
danlab | DY_014 | 2020-07-18,348,1,124.72034689358225,0.0,4
danlab | DY_014 | 2020-07-18,351,1,163.53202687878365,-0.0625,4
danlab | DY_014 | 2020-07-18,357,1,139.850556848387,-0.0625,4
danlab | DY_014 | 2020-07-18,364,1,85.07749679756671,0.0,4
danlab | DY_014 | 2020-07-18,371,1,145.1221867619097,-0.125,4
danlab | DY_014 | 2020-07-18,377,0,140.49590669083045,0.0,4
danlab | DY_014 | 2020-07-18,379,1,131.07758668002134,-0.0625,4
danlab | DY_014 | 2020-07-18,383,0,269.5966366486573,-0.0625,4
danlab | DY_014 | 2020-07-18,388,0,236.69469660126197,-0.125,4
danlab | DY_014 | 2020-07-18,393,1,82.42998655032352,-0.125,4
danlab | DY_014 | 2020-07-18,396,1,120.17232653215615,-0.0625,4
danlab | DY_014 | 2020-07-18,398,1,179.26402652074103,0.125,4
danlab | DY_014 | 2020-07-18,403,0,2582.2802764905646,0.0,4
danlab | DY_014 | 2020-07-18,404,0,791.9892464751683,-0.0625,4
danlab | DY_014 | 2020-07-18,406,0,103.7172864371314,-0.125,4
danlab | DY_014 | 2020-07-18,410,1,328.6674264004432,-0.0625,4
danlab | DY_014 | 2020-07-18,412,0,333.71136638834287,-0.125,4
danlab | DY_014 | 2020-07-18,416,1,277.7531563579032,0.0625,4
danlab | DY_014 | 2020-07-18,417,1,164.44938635322615,-0.0625,4
danlab | DY_014 | 2020-07-18,418,1,178.86658634643027,0.0,4
danlab | DY_014 | 2020-07-18,427,1,3320.0551862951215,-0.0625,4
danlab | DY_014 | 2020-07-18,429,1,229.12479627893845,0.0625,4
danlab | DY_014 | 2020-07-18,430,0,1343.3814362729208,0.0625,4
danlab | DY_014 | 2020-07-18,434,0,1178.7055062363834,0.0625,4
danlab | DY_014 | 2020-07-18,435,1,226.03396622798755,0.0,4
danlab | DY_014 | 2020-07-18,439,1,137.2818062072838,0.0,4
danlab | DY_014 | 2020-07-18,440,1,186.76406620079433,0.125,4
danlab | DY_014 | 2020-07-18,442,0,148.4285961914793,-0.125,4
danlab | DY_014 | 2020-07-18,449,1,550.215446155562,0.0625,4
danlab | DY_014 | 2020-07-18,459,1,105.19818605098408,-0.0625,4
danlab | DY_014 | 2020-07-18,460,1,136.16986604438353,0.25,4
danlab | DY_014 | 2020-07-18,462,1,144.01661603369575,0.0,4
danlab | DY_014 | 2020-07-18,463,1,185.7066560273779,0.125,4
danlab | DY_014 | 2020-07-18,470,1,146.4380159909524,-0.0625,4
danlab | DY_014 | 2020-07-18,472,1,80.88638597837416,0.0,4
danlab | DY_014 | 2020-07-18,475,1,187.14673592012332,0.0,4
danlab | DY_014 | 2020-07-18,476,0,344.0089359119156,-0.125,4
danlab | DY_014 | 2020-07-18,477,1,257.2423159058417,0.0625,4
danlab | DY_014 | 2020-07-18,478,1,144.9451459006923,0.25,4
danlab | DY_014 | 2020-07-18,481,1,123.07861587214575,-0.125,4
danlab | DY_014 | 2020-07-18,483,0,84.25867586038294,-0.125,4
danlab | DY_014 | 2020-07-18,484,1,162.56205585341377,-0.0625,4
danlab | DY_014 | 2020-07-18,485,1,156.2759658459072,0.0,4
danlab | DY_014 | 2020-07-18,487,0,263.4754858290762,-0.125,4
danlab | DY_014 | 2020-07-18,488,1,98.4443558240855,-0.0625,4
danlab | DY_014 | 2020-07-18,493,0,160.02945571653981,-0.125,4
danlab | DY_014 | 2020-07-18,494,1,1131.111145711202,0.0625,4
danlab | DY_014 | 2020-07-18,497,0,127.64183568424414,-0.125,4
danlab | DY_014 | 2020-07-18,503,1,217.1925355564781,0.125,4
danlab | DY_014 | 2020-07-18,504,0,282.0042755374743,-0.125,4
danlab | DY_014 | 2020-07-18,507,1,116.29892550990917,-0.0625,4
danlab | DY_014 | 2020-07-18,509,1,323.2725054663206,-0.0625,4
danlab | DY_014 | 2020-07-18,515,1,194.33770542445927,-0.0625,4
danlab | DY_014 | 2020-07-18,517,1,164.30108541226218,1.0,4
danlab | DY_014 | 2020-07-18,518,1,165.39447540753827,-0.0625,4
danlab | DY_014 | 2020-07-18,521,0,200.59509539078135,-0.0625,4
danlab | DY_014 | 2020-07-18,523,0,475.10657532893674,-0.125,4
danlab | DY_014 | 2020-07-18,526,1,175.36026526477144,-0.0625,4
danlab | DY_014 | 2020-07-18,528,0,2412.330275251861,-0.0625,4
danlab | DY_014 | 2020-07-18,531,1,138.14968515589499,0.0,4
danlab | DY_014 | 2020-07-18,533,1,197.7081051386449,-0.0625,4
danlab | DY_014 | 2020-07-18,534,0,2945.0142851305827,0.0625,4
danlab | DY_014 | 2020-07-18,541,1,257.3545550849303,0.0,4
danlab | DY_014 | 2020-07-18,546,1,252.07863504556371,0.0,4
danlab | DY_014 | 2020-07-18,549,0,122.30715500800216,-0.125,4
hoferlab | SWC_061 | 2020-11-23,6,1,1852.8481598808355,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,10,1,2643.91011981256,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,12,0,1100.9667497820742,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,13,0,455.71193976209656,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,15,1,766.7219997299526,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,16,0,1943.915399698568,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,17,0,180.75366968474782,-0.25,30
hoferlab | SWC_061 | 2020-11-23,18,1,212.36546967540448,-0.125,30
hoferlab | SWC_061 | 2020-11-23,19,0,359.89387965412334,0.0,30
hoferlab | SWC_061 | 2020-11-23,20,0,2366.435589628082,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,23,1,1565.6290495813323,0.0,30
hoferlab | SWC_061 | 2020-11-23,25,1,1580.6357895455392,0.0,30
hoferlab | SWC_061 | 2020-11-23,26,0,223.07908953393962,0.0625,30
hoferlab | SWC_061 | 2020-11-23,27,1,193.70589952092132,-0.25,30
hoferlab | SWC_061 | 2020-11-23,30,0,235.94441945070344,0.0625,30
hoferlab | SWC_061 | 2020-11-23,33,1,319.1645294065495,0.125,30
hoferlab | SWC_061 | 2020-11-23,36,1,252.0111793729427,-0.125,30
hoferlab | SWC_061 | 2020-11-23,37,1,257.9228893503398,0.0,30
hoferlab | SWC_061 | 2020-11-23,40,1,733.1764493097239,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,41,0,202.22472929384594,-1.0,30
hoferlab | SWC_061 | 2020-11-23,43,0,1601.7980992703542,0.0,30
hoferlab | SWC_061 | 2020-11-23,45,1,484.3366192372969,0.0,30
hoferlab | SWC_061 | 2020-11-23,49,1,300.4684491788794,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,51,0,1555.486759149801,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,52,1,189.95678913842085,0.25,30
hoferlab | SWC_061 | 2020-11-23,54,0,2713.766849107799,0.0625,30
hoferlab | SWC_061 | 2020-11-23,60,1,1478.1821990135882,0.0,30
hoferlab | SWC_061 | 2020-11-23,62,1,239.69382898945923,-0.125,30
hoferlab | SWC_061 | 2020-11-23,65,1,1097.1323689484507,0.0,30
hoferlab | SWC_061 | 2020-11-23,70,1,1054.5792388770678,0.0,30
hoferlab | SWC_061 | 2020-11-23,78,1,713.771068772644,0.0,30
hoferlab | SWC_061 | 2020-11-23,84,1,974.6779187029802,0.125,30
hoferlab | SWC_061 | 2020-11-23,85,1,1014.3413886908093,-0.25,30
hoferlab | SWC_061 | 2020-11-23,87,1,331.1331386604479,0.25,30
hoferlab | SWC_061 | 2020-11-23,90,1,304.54321862026745,0.0,30
hoferlab | SWC_061 | 2020-11-23,91,0,170.25995860558396,-1.0,30
hoferlab | SWC_061 | 2020-11-23,94,0,207.06172856654348,-1.0,30
hoferlab | SWC_061 | 2020-11-23,96,1,1033.7916585414177,-0.125,30
hoferlab | SWC_061 | 2020-11-23,100,0,795.5036184761184,0.25,30
hoferlab | SWC_061 | 2020-11-23,103,0,3681.7487184279116,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,105,0,2663.680558374949,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,112,1,1005.0974682837932,0.0,30
hoferlab | SWC_061 | 2020-11-23,119,0,1340.6126681991282,-0.125,30
hoferlab | SWC_061 | 2020-11-23,120,1,189.19428818696815,0.0,30
hoferlab | SWC_061 | 2020-11-23,121,0,208.03945816885516,-0.25,30
hoferlab | SWC_061 | 2020-11-23,125,1,2697.517738120382,0.0,30
hoferlab | SWC_061 | 2020-11-23,126,1,212.017808108385,-0.125,30
hoferlab | SWC_061 | 2020-11-23,131,1,161.80143803910596,0.0,30
hoferlab | SWC_061 | 2020-11-23,134,0,256.57642800535996,0.0,30
hoferlab | SWC_061 | 2020-11-23,136,1,1030.5566079775872,0.0,30
hoferlab | SWC_061 | 2020-11-23,138,0,199.64665794873326,-0.25,30
hoferlab | SWC_061 | 2020-11-23,144,1,197.20183788138002,1.0,30
hoferlab | SWC_061 | 2020-11-23,146,0,735.278577853137,0.125,30
hoferlab | SWC_061 | 2020-11-23,157,1,2240.5688776957504,0.0,30
hoferlab | SWC_061 | 2020-11-23,162,0,280.20918762013025,0.0,30
hoferlab | SWC_061 | 2020-11-23,166,0,685.9325475639935,0.0,30
hoferlab | SWC_061 | 2020-11-23,169,0,249.4677675293815,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,174,0,80.58947746690137,-0.125,30
hoferlab | SWC_061 | 2020-11-23,176,0,3776.3196674262645,0.125,30
hoferlab | SWC_061 | 2020-11-23,177,0,477.67630740872846,0.0,30
hoferlab | SWC_061 | 2020-11-23,178,0,476.71643739738556,0.0,30
hoferlab | SWC_061 | 2020-11-23,182,0,130.01988734924907,-0.25,30
hoferlab | SWC_061 | 2020-11-23,183,0,520.6365773311745,0.0,30
hoferlab | SWC_061 | 2020-11-23,191,1,231.30023722319493,0.25,30
hoferlab | SWC_061 | 2020-11-23,197,0,164.47360716085768,-0.25,30
hoferlab | SWC_061 | 2020-11-23,200,0,176.23879712766666,-1.0,30
hoferlab | SWC_061 | 2020-11-23,203,1,184.7254570914174,0.125,30
hoferlab | SWC_061 | 2020-11-23,204,0,294.2138370705152,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,205,0,859.0039970561065,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,209,1,199.51233700521698,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,213,0,271.7726269331706,0.125,30
hoferlab | SWC_061 | 2020-11-23,214,0,495.8642369150539,0.0625,30
hoferlab | SWC_061 | 2020-11-23,218,0,1436.6944368408667,0.0625,30
hoferlab | SWC_061 | 2020-11-23,224,1,3936.682986752089,0.0,30
hoferlab | SWC_061 | 2020-11-23,225,1,215.71148673774587,-0.0625,30
hoferlab | SWC_061 | 2020-11-23,227,1,2439.0597567087298,0.0,30
