ccf_ap	ccf_dv	ccf_lr	allen_ontology
8054	5152.3	3892.3	root
8084.1	5152.3	3881.3	root
8066.5	5133.8	3879.8	root
8096.5	5133.8	3868.8	root
8048.9	5115.2	3878.2	root
8078.9	5115.2	3867.3	root
8061.3	5096.7	3865.7	root
8091.4	5096.7	3854.7	root
8043.8	5078.2	3864.1	root
8073.8	5078.2	3853.2	root
8056.2	5059.6	3851.6	root
8086.3	5059.6	3840.7	root
8038.6	5041.1	3850	root
8068.7	5041.1	3839.1	root
8051.1	5022.5	3837.5	root
8081.2	5022.5	3826.6	root
8033.5	5004	3836	root
8063.6	5004	3825	root
8046	4985.4	3823.4	root
8076	4985.4	3812.5	root
8028.4	4966.9	3821.9	root
8058.4	4966.9	3810.9	root
8040.8	4948.3	3809.4	root
8070.9	4948.3	3798.4	root
8023.3	4929.8	3807.8	SNr
8053.3	4929.8	3796.8	SNr
8035.7	4911.3	3795.3	SNr
8065.8	4911.3	3784.3	SNr
8018.1	4892.7	3793.7	SNr
8048.2	4892.7	3782.8	SNr
8030.6	4874.2	3781.2	SNr
8060.7	4874.2	3770.3	SNr
8013	4855.6	3779.6	SNr
8043.1	4855.6	3768.7	SNr
8055.5	4837.1	3756.2	SNr
8007.9	4818.5	3765.6	SNr
8037.9	4818.5	3754.6	SNr
8020.3	4800	3753	SNr
8050.4	4800	3742.1	SNr
8002.8	4781.5	3751.5	SNr
8032.8	4781.5	3740.5	SNr
8015.2	4762.9	3739	SNr
8045.3	4762.9	3728	SNr
7997.6	4744.4	3737.4	SNr
8027.7	4744.4	3726.4	SNr
8010.1	4725.8	3724.9	SNr
8040.2	4725.8	3713.9	SNr
7992.5	4707.3	3723.3	SNr
8022.6	4707.3	3712.4	SNr
8005	4688.7	3710.8	SNr
8035	4688.7	3699.9	SNr
7987.4	4670.2	3709.2	SNr
8017.4	4670.2	3698.3	SNr
7999.8	4651.6	3696.7	SNr
8029.9	4651.6	3685.8	SNr
7982.3	4633.1	3695.1	SNr
