,Time (s),trial_num,rt,firing_rate
5,906.5846947635157,219,0.21186390393847887,0.47468354430379744
0,909.4227052365462,220,0.22285343090811693,0.6329113924050633
1,909.4627052365462,220,0.22285343090811693,1.1075949367088607
2,909.5027052365461,220,0.22285343090811693,1.4240506329113924
3,909.5427052365461,220,0.22285343090811693,1.4240506329113924
4,909.5827052365461,220,0.22285343090811693,0.9493670886075949
5,909.622705236546,220,0.22285343090811693,0.47468354430379744
0,928.0750561886821,226,0.23650247877230868,0.15822784810126583
1,928.115056188682,226,0.23650247877230868,2.2151898734177213
2,928.155056188682,226,0.23650247877230868,1.5822784810126582
3,928.195056188682,226,0.23650247877230868,2.0569620253164556
4,928.2350561886819,226,0.23650247877230868,1.5822784810126582
5,928.2750561886819,226,0.23650247877230868,1.1075949367088607
0,931.3857655413229,227,0.33579312613142065,2.848101265822785
1,931.4257655413229,227,0.33579312613142065,2.3734177215189876
2,931.4657655413229,227,0.33579312613142065,2.0569620253164556
3,931.5057655413228,227,0.33579312613142065,1.740506329113924
4,931.5457655413228,227,0.33579312613142065,1.740506329113924
5,931.5857655413228,227,0.33579312613142065,1.740506329113924
6,931.6257655413227,227,0.33579312613142065,0.9493670886075949
7,931.6657655413227,227,0.33579312613142065,0.9493670886075949
8,931.7057655413226,227,0.33579312613142065,0.31645569620253167
0,951.3309731333999,233,0.3795855340545131,1.4240506329113924
1,951.3709731333998,233,0.3795855340545131,0.9493670886075949
2,951.4109731333998,233,0.3795855340545131,1.1075949367088607
3,951.4509731333998,233,0.3795855340545131,2.848101265822785
4,951.4909731333997,233,0.3795855340545131,3.1645569620253164
5,951.5309731333997,233,0.3795855340545131,2.2151898734177213
6,951.5709731333997,233,0.3795855340545131,1.4240506329113924
7,951.6109731333996,233,0.3795855340545131,0.6329113924050633
8,951.6509731333996,233,0.3795855340545131,0.9493670886075949
9,951.6909731333996,233,0.3795855340545131,0.31645569620253167
0,954.2461258274619,234,0.4214328399924625,1.1075949367088607
1,954.2861258274619,234,0.4214328399924625,0.9493670886075949
2,954.3261258274619,234,0.4214328399924625,0.6329113924050633
3,954.3661258274618,234,0.4214328399924625,1.4240506329113924
4,954.4061258274618,234,0.4214328399924625,1.5822784810126582
5,954.4461258274617,234,0.4214328399924625,1.4240506329113924
6,954.4861258274617,234,0.4214328399924625,0.6329113924050633
7,954.5261258274617,234,0.4214328399924625,0.7911392405063291
8,954.5661258274616,234,0.4214328399924625,0.47468354430379744
9,954.6061258274616,234,0.4214328399924625,0.47468354430379744
10,954.6461258274616,234,0.4214328399924625,0.15822784810126583
0,968.7708782706237,238,0.5626803968306149,0.6329113924050633
1,968.8108782706237,238,0.5626803968306149,0.9493670886075949
2,968.8508782706236,238,0.5626803968306149,0.7911392405063291
3,968.8908782706236,238,0.5626803968306149,1.4240506329113924
4,968.9308782706236,238,0.5626803968306149,2.689873417721519
5,968.9708782706235,238,0.5626803968306149,3.7974683544303796
6,969.0108782706235,238,0.5626803968306149,7.120253164556962
7,969.0508782706235,238,0.5626803968306149,2.689873417721519
8,969.0908782706234,238,0.5626803968306149,3.481012658227848
9,969.1308782706234,238,0.5626803968306149,1.2658227848101267
10,969.1708782706233,238,0.5626803968306149,1.2658227848101267
11,969.2108782706233,238,0.5626803968306149,1.1075949367088607
12,969.2508782706233,238,0.5626803968306149,0.9493670886075949
13,969.2908782706232,238,0.5626803968306149,0.6329113924050633
14,969.3308782706232,238,0.5626803968306149,0.0
0,985.1362695903077,243,0.20428907714665456,0.9493670886075949
1,985.1762695903077,243,0.20428907714665456,1.2658227848101267
2,985.2162695903077,243,0.20428907714665456,0.7911392405063291
3,985.2562695903076,243,0.20428907714665456,3.1645569620253164
4,985.2962695903076,243,0.20428907714665456,1.740506329113924
5,985.3362695903076,243,0.20428907714665456,0.31645569620253167
0,987.917474679294,244,0.2630839881603606,0.9493670886075949
1,987.9574746792939,244,0.2630839881603606,2.2151898734177213
2,987.9974746792939,244,0.2630839881603606,2.689873417721519
3,988.0374746792938,244,0.2630839881603606,4.272151898734177
4,988.0774746792938,244,0.2630839881603606,2.848101265822785
5,988.1174746792938,244,0.2630839881603606,1.740506329113924
6,988.1574746792937,244,0.2630839881603606,0.47468354430379744
0,1036.558141351536,258,0.2304173159182028,0.6329113924050633
1,1036.598141351536,258,0.2304173159182028,0.31645569620253167
2,1036.638141351536,258,0.2304173159182028,0.47468354430379744
3,1036.678141351536,258,0.2304173159182028,1.1075949367088607
4,1036.718141351536,258,0.2304173159182028,1.4240506329113924
5,1036.7581413515359,258,0.2304173159182028,1.1075949367088607
0,1061.577382938197,266,0.27017572925751665,1.1075949367088607
1,1061.617382938197,266,0.27017572925751665,0.6329113924050633
2,1061.6573829381969,266,0.27017572925751665,1.8987341772151898
3,1061.6973829381968,266,0.27017572925751665,2.848101265822785
4,1061.7373829381968,266,0.27017572925751665,0.6329113924050633
5,1061.7773829381968,266,0.27017572925751665,0.7911392405063291
6,1061.8173829381967,266,0.27017572925751665,0.15822784810126583
0,1082.752826494855,274,0.228732172599166,0.7911392405063291
1,1082.792826494855,274,0.228732172599166,1.4240506329113924
2,1082.832826494855,274,0.228732172599166,0.7911392405063291
3,1082.872826494855,274,0.228732172599166,1.4240506329113924
4,1082.912826494855,274,0.228732172599166,0.7911392405063291
5,1082.952826494855,274,0.228732172599166,0.47468354430379744
0,1107.258958418935,281,0.30460024851936396,1.1075949367088607
1,1107.298958418935,281,0.30460024851936396,1.4240506329113924
2,1107.338958418935,281,0.30460024851936396,1.5822784810126582
