network_id,left_d_cross_score,left_i_cross_score,right_d_cross_score,right_i_cross_score,exact_dSPN_pair
274,0.5043498131913404,0.7005435825877879,0.5330279436613865,0.6718654521177417,True
275,0.5890164047895191,0.6755730977738154,0.5567947885728017,0.7077947139905327,True
276,0.5934660218511105,0.677517497965457,0.5589772086246789,0.7120063111918888,True
277,0.5914626148126256,0.6810540900533195,0.6144448706774306,0.6580718341885143,True
278,0.5720849678363402,0.7395883697699905,0.6167993707340433,0.6948739668722873,True
279,0.4157193620272261,0.6234995685268121,0.386771180947952,0.6524477496060861,True
280,0.4196641246491205,0.5904825940298517,0.42522521988474277,0.5849214987942295,True
281,0.6467121389428331,0.6531028561773369,0.6096949629836173,0.6901200321365526,True
282,0.5131129347701363,0.7162712613902796,0.5062100059345822,0.7231741902258337,True
283,0.6352500897024842,0.663100885041031,0.6383723010748208,0.6599786736686946,True
284,0.6630721377619132,0.7110558748635183,0.6487309725916752,0.7253970400337562,True
285,0.6208446838288291,0.66758631074805,0.6232149049317979,0.6652160896450809,True
286,0.4634912982528947,0.616645019634087,0.4259404662231707,0.6541958516638111,True
287,0.5348523055376824,0.6284002882013584,0.512480020955271,0.6507725727837697,True
288,0.4092270457187379,0.5918454257178676,0.408338669098049,0.5927338023385565,True
289,0.5988491587262245,0.7560831679380506,0.6409292105467215,0.7140031161175536,True
290,0.5659358151433891,0.701003051156359,0.571120023097221,0.6958188432025272,True
291,0.5219980062183294,0.675643729051534,0.4808544330053971,0.7167873022644663,True
292,0.028031151727022946,0.3536641993791756,0.08889447076709558,0.29280088033910295,True
293,0.5532259520665632,0.6024695203714969,0.5209133512977122,0.6347821211403479,True
294,0.49786477292728704,0.7008065741965237,0.4960784529271348,0.7025928941966759,True
295,0.5622274189758728,0.6807817802302568,0.5325966368638178,0.7104125623423119,True
296,0.6319301765090513,0.7102993680678679,0.6042732609085626,0.7379562836683566,True
297,0.5754683751001213,0.7878923532471886,0.6331232958820693,0.7302374324652406,True
298,0.6727187988887249,0.6891845942233423,0.62349406820759,0.7384093249044772,True
299,0.5763584914539538,0.7147650843597487,0.5685439713319608,0.7225796044817419,True
300,0.5429812172557601,0.614194731368916,0.4855043348910988,0.6716716137335774,True
