source,source_bits,target,target_bits,count,probability,n_common_networks,choice,responsiveness,pliancy,a,v,t,z,ddm_0,ddm_1,ddm_2,ddm_3
5,[0101],1,[0001],54,0.036048064085447265,171,13.871883008249831,-10.229270158279022,-3.692794801597678,7.527920774190539,14.903534462127658,13.354273892448088,-0.5617546766572481,7.527920774190539,14.903534462127658,13.354273892448088,-0.5617546766572481
5,[0101],12,[1100],10,0.006675567423230975,218,28.040087287015815,12.341721096362232,0.3610349708509074,-5.554093570369145,32.39483424100182,-2.390174812800893,2.0646935250008234,-5.554093570369145,32.39483424100182,-2.390174812800893,2.0646935250008234
5,[0101],0,[0000],13,0.008678237650200267,266,34.39057932244678,-43.08297744302065,-51.04674774252666,11.84864251216229,40.69556824810545,79.20690096496398,-11.801734010391282,11.84864251216229,40.69556824810545,79.20690096496398,-11.801734010391282
5,[0101],14,[1110],2,0.0013351134846461949,197,38.04518655021663,22.953217458100553,6.584536684815012,-9.565142066613348,43.622685035514635,-13.101504341949889,4.377097815638084,-9.565142066613348,43.622685035514635,-13.101504341949889,4.377097815638084
5,[0101],10,[1010],1,0.0006675567423230974,253,55.98817472765091,12.913653783369359,1.1803582726647925,-2.5555983124403774,63.3474331479122,2.101305665161773,3.6669028421204617,-2.5555983124403774,63.3474331479122,2.101305665161773,3.6669028421204617
6,[0110],15,[1111],29,0.12083333333333333,105,-0.14559249424103982,20.114623539808846,10.668542959830223,-10.27138781029007,0.564394394082526,-23.056519959841076,3.3227667838286754,-10.27138781029007,0.564394394082526,-23.056519959841076,3.3227667838286754
6,[0110],7,[0111],63,0.2625,93,-12.757287762449753,6.617234115672117,6.647494131474696,-3.5947862166582674,-14.491473568000913,-12.759710753480931,1.1292139583355458,-3.5947862166582674,-14.491473568000913,-12.759710753480931,1.1292139583355458
6,[0110],14,[1110],16,0.06666666666666667,96,10.64467763366363,15.84219585249207,4.839790665002727,-8.654677182134831,12.832674485128795,-12.091554061559924,2.075947439086916,-8.654677182134831,12.832674485128795,-12.091554061559924,2.075947439086916
6,[0110],5,[0101],10,0.041666666666666664,120,-26.392236959619407,-5.616450336063757,-0.5561467288376198,1.1108319714986812,-29.544721219037207,-0.999442069085707,-1.763666870615983,1.1108319714986812,-29.544721219037207,-0.999442069085707,-1.763666870615983
6,[0110],2,[0010],4,0.016666666666666666,96,16.927349259992454,-11.621252807400385,-6.034016712348223,8.075595869841983,18.2226678880753,15.94286862219604,-0.9045127966008277,8.075595869841983,18.2226678880753,15.94286862219604,-0.9045127966008277
6,[0110],4,[0100],14,0.058333333333333334,123,-15.722623292358636,-18.766420680525066,-11.831855640182724,6.251275918940395,-17.536395908646874,19.172413543753407,-4.372735490810902,6.251275918940395,-17.536395908646874,19.172413543753407,-4.372735490810902
6,[0110],11,[1011],2,0.008333333333333333,90,12.460006046531007,13.834310055438323,7.860730937438128,-4.197525556985592,13.806042557571217,-13.249317647885768,2.989904029564096,-4.197525556985592,13.806042557571217,-13.249317647885768,2.989904029564096
6,[0110],0,[0000],2,0.008333333333333333,124,8.297442368775723,-50.44220409423205,-51.23151277385818,13.617693901632455,10.68894746469097,77.84892730637179,-13.541840889506165,13.617693901632455,10.68894746469097,77.84892730637179,-13.541840889506165
6,[0110],10,[1010],1,0.004166666666666667,122,29.866385570906186,5.301702374057728,-1.4194618603136997,-0.46145715848584906,33.463243715119944,3.358862632301562,1.5300261925177785,-0.46145715848584906,33.463243715119944,3.358862632301562,1.5300261925177785
8,[1000],10,[1010],726,0.16759002770083103,267,6.665959527589205,15.628835592588462,9.933171481715082,-6.492782028212877,7.614983171436993,-17.250483850341464,3.2896577923898853,-6.492782028212877,7.614983171436993,-17.250483850341464,3.2896577923898853
8,[1000],11,[1011],94,0.02169898430286242,144,-8.191768964236436,20.221678265267272,17.565224012914037,-8.371289416263785,-8.839421291675542,-30.47736702612835,4.521951324990532,-8.371289416263785,-8.839421291675542,-30.47736702612835,4.521951324990532
8,[1000],14,[1110],258,0.05955678670360111,206,-9.913229180794161,26.988674983423152,15.95466519184145,-14.195659223923178,-10.426073955629215,-33.566171202958934,4.171716569385664,-14.195659223923178,-10.426073955629215,-33.566171202958934,4.171716569385664
8,[1000],15,[1111],77,0.017774699907663897,190,-21.33330629253501,31.473801090727818,21.26493989308379,-16.251647548876228,-23.293641648541318,-43.71969557062923,5.033848346089146,-16.251647548876228,-23.293641648541318,-43.71969557062923,5.033848346089146
8,[1000],12,[1100],663,0.1530470914127424,246,-20.846140180308424,16.00279351887167,9.858579014179815,-9.991482849477048,-22.84229391092316,-23.645128245842912,1.7454981358517567,-9.991482849477048,-22.84229391092316,-23.645128245842912,1.7454981358517567
8,[1000],13,[1101],68,0.01569713758079409,202,-32.70139926571056,22.11624406292055,16.34659563974842,-13.06699943583888,-36.11012920757787,-35.182654224926665,2.8164906640782754,-13.06699943583888,-36.11012920757787,-35.182654224926665,2.8164906640782754
8,[1000],4,[0100],21,0.004847645429362881,287,-38.47380918494902,-8.876337134719476,-1.6301068377729278,1.4291000621279257,-43.32198994890136,-0.6257171981214091,-2.667114947598341,1.4291000621279257,-43.32198994890136,-0.6257171981214091,-2.667114947598341
8,[1000],6,[0110],2,0.0004616805170821791,123,-21.785568096015293,9.761142576951082,10.050760427371554,-5.334165344401724,-24.424793511356903,-19.28953977137354,1.5705136471663645,-5.334165344401724,-24.424793511356903,-19.28953977137354,1.5705136471663645
8,[1000],9,[1001],48,0.0110803324099723,144,-19.714686773199062,10.056432591419224,11.78554847460946,-4.009085579008101,-22.372883659419614,-20.4538553740133,2.2118267486206333,-4.009085579008101,-22.372883659419614,-20.4538553740133,2.2118267486206333
8,[1000],0,[0000],81,0.018698060941828253,292,-13.970400661142367,-39.966785411099174,-42.46834227126521,7.8618065524541425,-14.167004742111246,59.6659901800785,-12.229647116054274,7.8618065524541425,-14.167004742111246,59.6659901800785,-12.229647116054274
8,[1000],2,[0010],12,0.002770083102493075,169,-6.227088551513475,-2.561445367991235,4.096797818732819,3.055549986857712,-7.696015695618607,-2.5465435443734714,0.5559622357765538,3.055549986857712,-7.696015695618607,-2.5465435443734714,0.5559622357765538
8,[1000],3,[0011],1,0.00023084025854108956,101,-20.16832462767611,4.663610061021037,12.543928381252943,0.22310001618778763,-23.38673499202215,-18.188247645727785,2.071433789941115,0.22310001618778763,-23.38673499202215,-18.188247645727785,2.071433789941115
8,[1000],5,[0101],1,0.00023084025854108956,258,-49.28622484311715,2.9332306967837525,9.248954980530314,-3.6551874842947933,-55.65442999769506,-19.846024861810022,-0.33018509414038233,-3.6551874842947933,-55.65442999769506,-19.846024861810022,-0.33018509414038233
8,[1000],1,[0001],1,0.00023084025854108956,168,-33.60035332949417,-9.367643448789627,4.243439442477704,4.926071790962075,-38.706586361489144,-4.417296814357757,-1.1691826344979286,4.926071790962075,-38.706586361489144,-4.417296814357757,-1.1691826344979286
1,[0001],5,[0101],125,0.09674922600619196,171,-13.871883008249831,10.229270158279022,3.692794801597678,-7.527920774190539,-14.903534462127658,-13.354273892448088,0.5617546766572481,-7.527920774190539,-14.903534462127658,-13.354273892448088,0.5617546766572481
1,[0001],11,[1011],104,0.0804953560371517,124,24.256941448433565,30.31365446774023,13.467575357440616,-13.570802794358794,28.146099126244017,-26.433146862974624,5.6306317023232495,-13.570802794358794,28.146099126244017,-26.433146862974624,5.6306317023232495
1,[0001],9,[1001],59,0.0456656346749226,112,14.157398210222336,16.543071962417727,6.703478087794668,-7.8289838225347115,16.734405042374345,-14.267453727253539,2.8091081165654477,-7.8289838225347115,16.734405042374345,-14.267453727253539,2.8091081165654477
1,[0001],13,[1101],17,0.013157894736842105,109,1.5089950823325493,28.440672422018864,11.038795711940278,-16.723355504803276,3.374469270025267,-27.96021797262739,3.6662653111983907,-16.723355504803276,3.374469270025267,-27.96021797262739,3.6662653111983907
1,[0001],3,[0011],427,0.3304953560371517,101,13.356631906948651,13.776420390422977,8.305211233845249,-4.873733205146933,15.036345348431436,-12.987443582226895,3.0820930188167903,-4.873733205146933,15.036345348431436,-12.987443582226895,3.0820930188167903
1,[0001],2,[0010],37,0.02863777089783282,142,27.595793044037862,5.446197047152108,-0.5590868898406194,-1.3674423974043157,31.112424827898757,3.0654611931502607,1.4372047387828881,-1.3674423974043157,31.112424827898757,3.0654611931502607,1.4372047387828881
1,[0001],8,[1000],10,0.007739938080495356,168,33.60035332949417,9.367643448789627,-4.243439442477704,-4.926071790962075,38.706586361489144,4.417296814357757,1.1691826344979286,-4.926071790962075,38.706586361489144,4.417296814357757,1.1691826344979286
1,[0001],15,[1111],29,0.02244582043343653,130,10.953530885575429,38.81601938348166,16.387061072096046,-19.40707597887208,13.817672931911122,-36.76458657107367,6.072468999264879,-19.40707597887208,13.817672931911122,-36.76458657107367,6.072468999264879
1,[0001],7,[0111],70,0.05417956656346749,124,-1.4417083499083108,22.55592646481239,12.277014072597686,-11.778965526364164,-0.839223298240341,-25.880177079381465,3.6604708064532065,-11.778965526364164,-0.839223298240341,-25.880177079381465,3.6604708064532065
1,[0001],0,[0000],150,0.11609907120743033,176,19.431045318608014,-29.042236722436407,-44.28866450944678,2.9752141728541837,24.41141767284521,60.94681190460872,-10.48097263368307,2.9752141728541837,24.41141767284521,60.94681190460872,-10.48097263368307
1,[0001],4,[0100],2,0.0015479876160990713,168,-5.054688962750912,0.09622514559844486,-5.856818430178406,-3.8770518996170487,-4.961439424659213,3.914367668458312,-1.6353279221374357,-3.8770518996170487,-4.961439424659213,3.914367668458312,-1.6353279221374357
1,[0001],10,[1010],4,0.0030959752321981426,167,39.77091506398118,23.365667672164385,4.952329366805767,-10.267595144891885,45.52509143793631,-11.204657133793141,4.136992383862006,-10.267595144891885,45.52509143793631,-11.204657133793141,4.136992383862006
1,[0001],14,[1110],1,0.0007739938080495357,113,22.953343452759512,33.97446090852747,10.65544893947701,-17.89357662998645,27.174699077947558,-26.808464197138367,4.838350807394653,-17.89357662998645,27.174699077947558,-26.808464197138367,4.838350807394653
1,[0001],12,[1100],3,0.0023219814241486067,124,12.82152022513972,22.698918412577505,4.147940276058613,-13.723726457956602,15.960583530971729,-15.671241263003468,2.4700971140345143,-13.723726457956602,15.960583530971729,-15.671241263003468,2.4700971140345143
14,[1110],15,[1111],140,0.16260162601626016,160,-11.649980999134964,3.771150955524572,4.979145976336957,-1.4696642889375207,-13.17034267494774,-9.47182578840478,0.7232854561414214,-1.4696642889375207,-13.17034267494774,-9.47182578840478,0.7232854561414214
14,[1110],7,[0111],9,0.010452961672473868,105,-22.93555309671404,-11.702969503792584,0.256054642714858,6.300084383462454,-26.961634683732644,3.4872505885596405,-1.546762450363486,6.300084383462454,-26.961634683732644,3.4872505885596405,-1.546762450363486
14,[1110],12,[1100],18,0.020905923344947737,192,-11.832878680174797,-11.327652079243213,-6.222979326988838,4.448362283468027,-13.494569857106317,10.876351338950954,-2.4694430535784098,4.448362283468027,-13.494569857106317,10.876351338950954,-2.4694430535784098
14,[1110],8,[1000],3,0.003484320557491289,206,9.913229180794161,-26.988674983423152,-15.95466519184145,14.195659223923178,10.426073955629215,33.566171202958934,-4.171716569385664,14.195659223923178,10.426073955629215,33.566171202958934,-4.171716569385664
14,[1110],4,[0100],3,0.003484320557491289,206,-27.667394722892126,-35.51907143439816,-17.299414801380358,15.403414187117633,-31.813207136380207,32.77901288452988,-6.804884447062394,15.403414187117633,-31.813207136380207,32.77901288452988,-6.804884447062394
14,[1110],6,[0110],9,0.010452961672473868,96,-10.64467763366363,-15.84219585249207,-4.839790665002727,8.654677182134831,-12.832674485128795,12.091554061559924,-2.075947439086916,8.654677182134831,-12.832674485128795,12.091554061559924,-2.075947439086916
14,[1110],10,[1010],10,0.011614401858304297,203,17.637762820796187,-10.115437932420832,-5.247999275027475,7.292140967476048,19.30160128553825,14.67890103598613,-0.7374907011346763,7.292140967476048,19.30160128553825,14.67890103598613,-0.7374907011346763
14,[1110],11,[1011],4,0.004645760743321719,106,3.242012431967077,-4.2361760085035645,1.705971729485083,4.7868753532341435,2.758035864593095,2.9127169809578124,0.3391495680453034,4.7868753532341435,2.758035864593095,2.9127169809578124,0.3391495680453034
14,[1110],13,[1101],13,0.015098722415795587,177,-24.02811202836657,-5.310514696783945,0.4946893664875407,1.7080059808403396,-27.19140407463701,-2.3098097504995407,-1.402857239189129,1.7080059808403396,-27.19140407463701,-2.3098097504995407,-1.402857239189129
14,[1110],0,[0000],1,0.0011614401858304297,206,-3.712080378945023,-67.90032104520603,-58.6806431107899,22.665468881048888,-3.3300150451552537,94.37481636899741,-16.537659239496687,22.665468881048888,-3.3300150451552537,94.37481636899741,-16.537659239496687
14,[1110],3,[0011],1,0.0011614401858304297,64,-8.278708249144632,-19.296470616181754,-2.824840652050495,12.495649147433397,-10.771259476230318,13.88465256142328,-1.6380515572221652,12.495649147433397,-10.771259476230318,13.88465256142328,-1.6380515572221652
14,[1110],5,[0101],1,0.0011614401858304297,197,-38.04518655021663,-22.953217458100553,-6.584536684815012,9.565142066613348,-43.622685035514635,13.101504341949889,-4.377097815638084,9.565142066613348,-43.622685035514635,13.101504341949889,-4.377097815638084
12,[1100],14,[1110],176,0.06819062378922898,192,11.832878680174797,11.327652079243213,6.222979326988838,-4.448362283468027,13.494569857106317,-10.876351338950954,2.4694430535784098,-4.448362283468027,13.494569857106317,-10.876351338950954,2.4694430535784098
12,[1100],13,[1101],209,0.08097636574970941,193,-13.141645765146226,6.479263774279146,6.6193315192018884,-3.000641548449393,-14.610222193028621,-12.5298740564204,1.0919740642649087,-3.000641548449393,-14.610222193028621,-12.5298740564204,1.0919740642649087
12,[1100],15,[1111],153,0.059279349089500194,160,-0.4193512417689217,15.5936443642615,11.467699369470857,-6.252637794889486,-0.32817463699061256,-20.610314430277825,3.223974140218953,-6.252637794889486,-0.32817463699061256,-20.610314430277825,3.223974140218953
12,[1100],4,[0100],28,0.01084850833010461,247,-17.28082660705917,-24.911958711090996,-11.301542762199984,11.640640128589222,-20.344103459035715,22.82688110874787,-4.532630541211525,11.640640128589222,-20.344103459035715,22.82688110874787,-4.532630541211525
12,[1100],8,[1000],23,0.008911274699728787,246,20.846140180308424,-16.00279351887167,-9.858579014179815,9.991482849477048,22.84229391092316,23.645128245842912,-1.7454981358517567,9.991482849477048,22.84229391092316,23.645128245842912,-1.7454981358517567
12,[1100],10,[1010],6,0.002324680356450988,225,28.176956191371204,0.8022612623910557,0.37089504824484276,2.9654484757429542,31.531531052094703,5.3875550035513395,1.6579471523123706,2.9654484757429542,31.531531052094703,5.3875550035513395,1.6579471523123706
12,[1100],5,[0101],8,0.0030995738086013174,218,-28.040087287015815,-12.341721096362232,-0.3610349708509074,5.554093570369145,-32.39483424100182,2.390174812800893,-2.0646935250008234,5.554093570369145,-32.39483424100182,2.390174812800893,-2.0646935250008234
12,[1100],0,[0000],2,0.0007748934521503294,247,7.689860461912823,-57.32207572572449,-52.56505356923523,18.63142285615101,9.414030886134228,84.18910042649036,-14.183510319662739,18.63142285615101,9.414030886134228,84.18910042649036,-14.183510319662739
12,[1100],7,[0111],1,0.0003874467260751647,107,-13.348542643074325,-0.8919296116313866,6.654458294165096,2.4540858242973336,-15.432493928353631,-7.485756613071156,0.9751217418505655,2.4540858242973336,-15.432493928353631,-7.485756613071156,0.9751217418505655
11,[1011],15,[1111],265,0.2219430485762144,127,-14.233803777074005,10.045787641330303,4.128787858946463,-7.055223883566044,-15.26790659957206,-12.467537817029656,0.714171625337591,-7.055223883566044,-15.26790659957206,-12.467537817029656,0.714171625337591
11,[1011],3,[0011],135,0.11306532663316583,96,-12.068187126505041,-16.222928938386644,-5.896049368751358,8.18629186092522,-14.294916276824296,12.876118323837384,-2.574349295662595,8.18629186092522,-14.294916276824296,12.876118323837384,-2.574349295662595
11,[1011],7,[0111],22,0.018425460636515914,118,-26.327359395599743,-6.416044971833636,-1.3251336332432397,1.3277591628965202,-30.05742023361581,-0.031061303994047995,-1.842408782756345,1.3277591628965202,-30.05742023361581,-0.031061303994047995,-1.842408782756345
11,[1011],9,[1001],6,0.005025125628140704,100,-11.078678478411843,-12.595008061285455,-7.077460484203973,4.386252945990826,-12.749280805732596,11.654091313879356,-2.4760829830425424,4.386252945990826,-12.749280805732596,11.654091313879356,-2.4760829830425424
11,[1011],10,[1010],46,0.038525963149078725,149,14.570195880365725,-5.881890059075473,-7.902750268928878,2.4342870580979143,16.71001623405355,13.918587165038893,-1.3436565394246505,2.4342870580979143,16.71001623405355,13.918587165038893,-1.3436565394246505
11,[1011],2,[0010],1,0.0008375209380234506,124,2.0753561648867147,-24.71190028839832,-14.119385749072348,12.185353298063156,1.877512784772755,29.544646118020957,-4.115469370721098,12.185353298063156,1.877512784772755,29.544646118020957,-4.115469370721098
11,[1011],5,[0101],1,0.0008375209380234506,148,-39.634543119780695,-18.94815000504607,-8.891003527464786,5.168873563254499,-44.416562515772995,11.940699090954736,-4.803146844958247,5.168873563254499,-44.416562515772995,11.940699090954736,-4.803146844958247
11,[1011],13,[1101],1,0.0008375209380234506,98,-25.04828865048388,0.037124743338795674,-1.5130037337614617,-3.9151364006546965,-27.446947734091523,-4.137692828544909,-1.6719205429601876,-3.9151364006546965,-27.446947734091523,-4.137692828544909,-1.6719205429601876
11,[1011],8,[1000],2,0.0016750418760469012,144,8.191768964236436,-20.221678265267272,-17.565224012914037,8.371289416263785,8.839421291675542,30.47736702612835,-4.521951324990532,8.371289416263785,8.839421291675542,30.47736702612835,-4.521951324990532
11,[1011],14,[1110],1,0.0008375209380234506,106,-3.242012431967077,4.2361760085035645,-1.705971729485083,-4.7868753532341435,-2.758035864593095,-2.9127169809578124,-0.3391495680453034,-4.7868753532341435,-2.758035864593095,-2.9127169809578124,-0.3391495680453034
11,[1011],1,[0001],1,0.0008375209380234506,124,-24.256941448433565,-30.31365446774023,-13.467575357440616,13.570802794358794,-28.146099126244017,26.433146862974624,-5.6306317023232495,13.570802794358794,-28.146099126244017,26.433146862974624,-5.6306317023232495
11,[1011],6,[0110],1,0.0008375209380234506,90,-12.460006046531007,-13.834310055438323,-7.860730937438128,4.197525556985592,-13.806042557571217,13.249317647885768,-2.989904029564096,4.197525556985592,-13.806042557571217,13.249317647885768,-2.989904029564096
4,[0100],15,[1111],90,0.02076603599446239,190,16.02297589534632,39.68502184493702,23.02785681702304,-17.21025213445238,18.719344133038717,-42.40967990935232,7.652066803383974,-17.21025213445238,18.719344133038717,-42.40967990935232,7.652066803383974
4,[0100],7,[0111],78,0.01799723119520074,147,4.081202843099259,23.763407292567052,17.963100531341226,-8.184723240462926,4.662687021513784,-30.663801183551406,5.417580794408843,-8.184723240462926,4.662687021513784,-30.663801183551406,5.417580794408843
4,[0100],0,[0000],65,0.014997692662667282,292,24.339603109379546,-31.412217828319562,-40.807639212191994,6.521266035793493,28.981274700062578,60.56372992356697,-9.540649261715203,6.521266035793493,28.981274700062578,60.56372992356697,-9.540649261715203
4,[0100],5,[0101],700,0.16151361329026304,259,-10.43829563023445,12.152952465797329,10.653817387879926,-4.941295219740238,-11.575083622107234,-19.25485042976132,2.400449974304182,-4.941295219740238,-11.575083622107234,-19.25485042976132,2.400449974304182
4,[0100],13,[1101],254,0.0586063682510383,202,3.3803315345900176,30.13096377801143,17.865002080759467,-14.25460305056557,4.586856498819631,-34.46385323566891,5.586482356573987,-14.25460305056557,4.586856498819631,-34.46385323566891,5.586482356573987
4,[0100],6,[0110],49,0.011305952930318412,123,15.722623292358636,18.766420680525066,11.831855640182724,-6.251275918940395,17.536395908646874,-19.172413543753407,4.372735490810902,-6.251275918940395,17.536395908646874,-19.172413543753407,4.372735490810902
4,[0100],12,[1100],631,0.14559298569450854,247,17.28082660705917,24.911958711090996,11.301542762199984,-11.640640128589222,20.344103459035715,-22.82688110874787,4.532630541211525,-11.640640128589222,20.344103459035715,-22.82688110874787,4.532630541211525
4,[0100],10,[1010],2,0.00046146746654360867,265,45.67980599152559,24.3929401968437,11.517412743291654,-7.813672473995749,51.04052186978504,-16.449286675056868,5.965926522442454,-7.813672473995749,51.04052186978504,-16.449286675056868,5.965926522442454
4,[0100],14,[1110],62,0.01430549146285187,206,27.667394722892126,35.51907143439816,17.299414801380358,-15.403414187117633,31.813207136380207,-32.77901288452988,6.804884447062394,-15.403414187117633,31.813207136380207,-32.77901288452988,6.804884447062394
4,[0100],8,[1000],18,0.004153207198892478,287,38.47380918494902,8.876337134719476,1.6301068377729278,-1.4291000621279257,43.32198994890136,0.6257171981214091,2.667114947598341,-1.4291000621279257,43.32198994890136,0.6257171981214091,2.667114947598341
4,[0100],1,[0001],11,0.0025380710659898475,168,5.054688962750912,-0.09622514559844486,5.856818430178406,3.8770518996170487,4.961439424659213,-3.914367668458312,1.6353279221374357,3.8770518996170487,4.961439424659213,-3.914367668458312,1.6353279221374357
4,[0100],9,[1001],2,0.00046146746654360867,144,18.77274525513973,18.305921478660345,13.436526722433506,-5.207403455762113,20.89864744702912,-19.27743399964617,4.739925986044503,-5.207403455762113,20.89864744702912,-19.27743399964617,4.739925986044503
4,[0100],2,[0010],3,0.0006922011998154131,169,32.49473969381927,5.990702604748188,5.1651953913659145,2.1898118194381784,35.615136066324354,-1.7719318172781016,3.1629858239147564,2.1898118194381784,35.615136066324354,-1.7719318172781016,3.1629858239147564
4,[0100],11,[1011],1,0.00023073373327180433,143,29.26632235752868,28.993589716140335,18.758171767565322,-9.420418422751592,33.021479460635234,-30.017565877901337,7.257039941708737,-9.420418422751592,33.021479460635234,-30.017565877901337,7.257039941708737
2,[0010],7,[0111],107,0.08256172839506173,129,-29.401865690225847,18.038488281788048,12.416042797700623,-10.71938599606368,-32.48442718458894,-28.71215321830247,2.1110280884298196,-10.71938599606368,-32.48442718458894,-28.71215321830247,2.1110280884298196
2,[0010],10,[1010],131,0.10108024691358025,172,11.75840640708638,17.619282362032344,5.709781963254569,-8.9214353521671,14.156120478893477,-14.042952068486482,2.6353789651639508,-8.9214353521671,14.156120478893477,-14.042952068486482,2.6353789651639508
2,[0010],3,[0011],463,0.35725308641975306,107,-13.930369014019943,8.859625753167409,9.478705171921836,-3.968513925325436,-15.845569224775588,-16.752408606405496,1.722028521648156,-3.968513925325436,-15.845569224775588,-16.752408606405496,1.722028521648156
