,bin_num,Time(ms),chosen_action,seed,phase,block,trial_num,CxI_common,Cx_left,Cx_right,dSPN_left,dSPN_right,iSPN_left,iSPN_right,FSI_common,GPeP_left,GPeP_right,GPeA_left,GPeA_right,GPi_left,GPi_right,STN_left,STN_right,Th_left,Th_right,conflict
0,0,0.0,left,41_0,0,left,0,0.9938090583251871,0.0,0.0,1.8585858585858588,3.3737373737373733,4.949494949494949,3.939393939393939,6.444444444444444,53.74188311688312,52.92207792207792,4.768740031897926,9.393939393939393,89.61616161616159,89.33333333333333,24.7030303030303,24.222222222222218,3.6565656565656566,2.02020202020202,No
1,1,10.0,left,41_0,0,left,0,0.944933202997719,0.0,0.0,2.2222222222222223,3.292929292929293,3.3939393939393936,3.939393939393939,6.242424242424241,56.65313852813852,51.63149350649351,4.074960127591707,9.85645933014354,88.48484848484848,87.19191919191918,23.200000000000003,24.963636363636365,2.626262626262626,2.545454545454545,No
2,2,20.0,left,41_0,0,left,0,1.0101010101010102,0.14854426619132502,0.14854426619132502,2.404040404040404,3.353535353535354,3.2323232323232323,4.0606060606060606,6.3434343434343425,56.509740259740255,51.60443722943723,3.3014354066985647,10.167464114832537,84.7070707070707,86.56565656565655,21.87878787878788,26.193939393939388,2.5252525252525246,3.373737373737374,No
3,3,30.0,left,41_0,0,left,0,0.9856630824372757,1.6117052881758764,1.7453951277480686,2.5858585858585856,3.2121212121212115,3.07070707070707,4.282828282828283,6.828282828282827,55.29491341991343,52.751623376623385,2.966507177033493,10.502392344497608,85.5151515151515,85.67676767676768,23.258585858585857,25.28282828282828,2.484848484848485,4.3434343434343425,No
4,4,40.0,left,41_0,0,left,0,1.2626262626262625,5.830362448009507,5.622400475341651,2.92929292929293,2.545454545454545,3.252525252525252,4.1010101010101,8.484848484848484,55.22997835497835,53.00324675324675,2.9744816586921856,10.039872408293462,84.1010101010101,86.18181818181817,23.967676767676764,24.977777777777774,3.494949494949495,5.191919191919191,No
5,5,50.0,left,41_0,0,left,0,1.7188009123492995,9.499405822935234,10.190136660724896,3.6767676767676765,2.343434343434343,3.2121212121212115,3.7373737373737375,9.797979797979796,54.94047619047619,53.97456709956709,3.381180223285487,9.218500797448165,82.56565656565657,84.8080808080808,24.218181818181815,24.7010101010101,6.2222222222222205,6.909090909090909,No
6,6,60.0,left,41_0,0,left,0,2.4682306940371452,13.23529411764706,14.096850861556742,4.949494949494949,2.1818181818181817,3.4545454545454546,3.5151515151515156,10.828282828282829,54.399350649350644,54.60227272727273,3.779904306220095,8.381180223285487,79.53535353535354,86.56565656565657,24.468686868686863,24.006060606060604,9.171717171717171,8.303030303030303,No
7,7,70.0,left,41_0,0,left,0,3.3235581622678394,17.988710635769458,17.817884729649435,6.828282828282829,2.0606060606060606,5.757575757575757,3.6363636363636362,12.424242424242424,50.80357142857142,55.689935064935064,4.362041467304624,7.169059011164274,75.31313131313132,88.1010101010101,25.717171717171713,23.65656565656565,14.686868686868689,9.313131313131313,No
8,8,80.0,left,41_0,0,left,0,4.1300097751710645,22.615864527629228,21.776589423648247,8.242424242424242,3.515151515151515,7.3939393939393945,3.7575757575757573,14.16161616161616,47.39718614718615,57.862554112554115,5.781499202551834,6.267942583732057,75.05050505050504,82.66666666666664,28.545454545454547,22.236363636363635,19.555555555555557,12.686868686868689,No
9,9,90.0,left,41_0,0,left,0,5.034213098729227,25.482768865121805,23.908199643493756,8.828282828282829,4.868686868686868,8.585858585858587,5.1313131313131315,15.212121212121211,49.807900432900425,53.47943722943723,8.444976076555022,5.494417862838916,71.75757575757575,80.32323232323232,28.262626262626267,23.77171717171717,25.313131313131315,16.303030303030305,No
10,10,100.0,left,41_0,0,left,0,5.938416422287389,25.252525252525253,23.692810457516337,9.616161616161614,5.858585858585858,10.02020202020202,5.979797979797979,15.29292929292929,48.41179653679654,52.95725108225108,10.940988835725678,6.371610845295056,71.63636363636364,78.66666666666666,28.04040404040404,24.53131313131313,30.12121212121212,21.11111111111111,No
11,11,110.0,left,41_0,1,left,0,6.370153144346691,24.45038621509209,20.12774806892454,9.83838383838384,7.6565656565656575,10.808080808080806,8.222222222222223,14.929292929292929,49.91883116883116,48.54437229437229,12.432216905901116,7.583732057416268,70.84848484848484,77.55555555555554,27.476767676767675,25.6020202020202,30.444444444444446,23.777777777777775,No
12,12,120.0,left,41_0,1,left,0,6.614532420984034,24.012180629827686,16.295306001188354,10.909090909090908,9.393939393939393,12.545454545454545,9.474747474747474,14.363636363636367,46.42857142857142,49.41829004329004,13.189792663476874,8.755980861244018,70.06060606060606,71.05050505050504,27.66868686868687,26.975757575757576,32.24242424242424,26.929292929292924,No
13,13,130.0,left,41_0,1,left,0,6.663408276311503,21.76916221033868,12.641117052881755,11.636363636363635,11.23232323232323,12.646464646464644,11.313131313131311,13.959595959595958,48.1439393939394,46.14718614718615,13.397129186602871,10.303030303030301,69.13131313131314,67.85858585858585,28.464646464646464,27.65656565656565,32.848484848484844,29.818181818181817,No
14,14,140.0,left,41_0,1,left,0,6.630824372759857,19.72667855020796,8.548722519310756,14.242424242424242,10.686868686868685,13.515151515151512,11.757575757575758,13.171717171717171,48.233225108225106,45.48701298701298,13.349282296650717,11.267942583732058,62.54545454545455,69.87878787878789,27.38989898989899,28.915151515151514,36.12121212121212,29.555555555555554,No
