,bin_num,Time(ms),chosen_action,seed,phase,block,trial_num,CxI_common,Cx_left,Cx_right,dSPN_left,dSPN_right,iSPN_left,iSPN_right,FSI_common,GPeP_left,GPeP_right,GPeA_left,GPeA_right,GPi_left,GPi_right,STN_left,STN_right,Th_left,Th_right,conflict
0,0,0.0,right,125_0,0,left,0,0.7412838057999348,0.0,0.0,2.262626262626262,2.7878787878787876,3.8383838383838382,4.646464646464645,6.282828282828283,54.56439393939393,52.68398268398267,5.829346092503988,8.947368421052632,87.17171717171716,86.80808080808079,23.723232323232324,24.77171717171717,1.3333333333333335,3.272727272727273,No
1,1,10.0,right,125_0,0,left,0,0.7086999022482893,0.0,0.0,2.5050505050505047,3.2121212121212115,4.040404040404041,4.363636363636363,6.545454545454544,53.80952380952381,53.42532467532467,6.3476874003189785,8.373205741626794,87.73737373737373,85.33333333333331,23.876767676767678,25.39191919191919,2.0404040404040398,3.4141414141414144,No
2,2,20.0,right,125_0,0,left,0,0.6109481915933529,0.051990493166963754,0.09655377302436124,2.545454545454545,3.272727272727273,4.121212121212121,4.444444444444443,6.464646464646464,53.36580086580088,53.95292207792207,6.562998405103667,8.811802232854864,88.48484848484848,83.93939393939394,24.228282828282826,24.939393939393938,2.6262626262626263,3.535353535353536,No
3,3,30.0,right,125_0,0,left,0,0.7983056370153144,1.158645276292335,1.9385026737967912,2.565656565656565,3.151515151515152,3.6767676767676765,5.292929292929292,7.050505050505051,56.50162337662337,50.5275974025974,6.698564593301435,9.242424242424242,84.88888888888889,85.83838383838382,23.644444444444442,25.872727272727275,2.929292929292929,3.2525252525252526,No
4,4,40.0,right,125_0,0,left,0,0.9612251547735421,4.478609625668448,5.860071301247771,2.666666666666666,2.929292929292929,3.959595959595959,5.393939393939394,8.424242424242424,54.832251082251084,51.77489177489178,6.539074960127592,9.92822966507177,84.16161616161615,88.72727272727272,23.250505050505048,26.543434343434342,3.9191919191919187,2.8888888888888884,No
5,5,50.0,right,125_0,0,left,0,1.5232974910394268,8.006535947712418,9.358288770053475,2.383838383838383,2.545454545454545,3.8585858585858586,5.939393939393939,9.636363636363635,55.14610389610389,50.96049783549784,6.889952153110047,10.03189792663477,86.06060606060605,90.98989898989898,23.37171717171717,26.618181818181814,5.313131313131313,3.393939393939394,No
6,6,60.0,right,125_0,0,left,0,1.9713261648745517,12.336601307189541,13.48781937017231,2.2828282828282824,2.707070707070707,3.9191919191919187,5.212121212121212,11.29292929292929,52.89502164502164,53.906926406926395,7.575757575757575,9.792663476874,88.78787878787877,88.66666666666666,23.818181818181817,25.587878787878786,6.262626262626262,4.222222222222222,No
7,7,70.0,right,125_0,0,left,0,2.6718800912349296,16.85977421271539,17.01574569221628,2.363636363636363,3.8181818181818175,3.898989898989899,5.6767676767676765,12.222222222222221,53.95833333333334,52.39989177489176,8.157894736842103,8.9792663476874,88.66666666666666,87.47474747474747,24.195959595959597,25.214141414141412,7.414141414141413,7.575757575757575,No
8,8,80.0,right,125_0,0,left,0,3.6086673183447378,20.929887106357697,20.98187759952466,3.0909090909090904,5.474747474747474,4.424242424242423,6.747474747474748,13.95959595959596,54.377705627705616,50.44372294372294,8.389154704944179,7.5996810207336525,84.78787878787878,85.43434343434343,24.19191919191919,26.169696969696965,10.585858585858585,13.111111111111112,No
9,9,90.0,right,125_0,0,left,0,4.39068100358423,23.715092097445037,22.482174688057036,4.262626262626262,7.737373737373738,5.676767676767676,8.04040404040404,15.01010101010101,52.28084415584415,50.42478354978355,8.181818181818182,6.722488038277512,86.08080808080808,79.010101010101,24.777777777777775,26.941414141414143,14.444444444444445,18.646464646464647,No
10,10,100.0,right,125_0,0,left,0,5.180840664711631,24.376114081996434,22.44503862150921,5.171717171717172,9.555555555555555,6.383838383838383,9.676767676767678,15.010101010101009,53.30086580086581,47.77056277056276,7.51993620414673,6.730462519936203,85.57575757575756,75.19191919191918,25.050505050505045,27.60606060606061,17.757575757575758,23.61616161616161,No
11,11,110.0,right,125_0,0,left,0,5.628869338546758,25.037136066547827,22.764408793820554,6.646464646464647,11.979797979797977,7.838383838383837,11.939393939393938,15.636363636363638,52.313311688311686,45.300324675324674,6.5311004784689,7.719298245614035,82.96969696969698,70.16161616161615,25.256565656565655,29.010101010101014,20.767676767676768,29.898989898989896,No
12,12,120.0,right,125_0,1,left,0,6.0931899641577045,21.821152703505643,20.848187759952467,9.797979797979796,13.252525252525249,9.535353535353535,13.434343434343436,14.848484848484846,51.34199134199134,44.04491341991342,5.805422647527911,9.513556618819775,76.34343434343434,69.59595959595958,25.67474747474747,30.32323232323232,24.969696969696965,33.29292929292929,No
13,13,130.0,right,125_0,1,left,0,6.337569240795047,17.424242424242422,19.526143790849673,11.595959595959597,15.03030303030303,12.545454545454545,16.08080808080808,14.545454545454545,47.175324675324674,43.07088744588744,6.259968102073365,10.813397129186603,73.27272727272727,66.14141414141413,27.61414141414141,30.2969696969697,27.797979797979792,36.42424242424243,No
14,14,140.0,right,125_0,1,left,0,6.427174975562073,13.406120023767084,18.300653594771237,12.101010101010099,16.262626262626263,13.292929292929294,17.47474747474747,13.898989898989898,48.720238095238095,40.262445887445885,8.24561403508772,11.722488038277511,73.75757575757575,66.68686868686869,28.11313131313131,31.39393939393939,27.232323232323232,36.686868686868685,No
15,15,150.0,right,125_0,1,left,0,6.4108830237862495,9.60338680926916,18.040701128936426,11.494949494949493,16.80808080808081,13.252525252525253,16.64646464646465,13.090909090909088,48.092532467532465,42.78138528138527,9.85645933014354,12.177033492822966,74.02020202020202,66.24242424242424,27.533333333333328,31.381818181818186,25.272727272727273,36.303030303030305,No
16,16,160.0,right,125_0,1,left,0,6.3375692407950455,5.689245395127748,17.29055258467023,10.747474747474747,18.686868686868685,13.030303030303031,18.58585858585858,12.545454545454543,49.51028138528138,41.044372294372295,11.156299840510368,11.38755980861244,73.59595959595958,62.48484848484848,27.67676767676767,30.50505050505051,22.727272727272727,38.38383838383839,No
17,17,170.0,right,125_0,1,left,0,6.313131313131311,1.5894236482471775,16.183897801544855,9.858585858585858,21.49494949494949,11.878787878787877,19.53535353535353,11.636363636363635,54.35064935064934,37.194264069264065,11.64274322169059,11.945773524720892,73.39393939393939,59.71717171717171,25.725252525252518,32.630303030303025,20.14141414141414,38.080808080808076,No
18,18,180.0,right,125_0,1,left,0,6.109481915933528,0.48276886512180633,16.978609625668447,7.717171717171718,22.343434343434343,10.303030303030301,21.191919191919194,11.474747474747476,57.199675324675326,33.90692640692641,11.31578947368421,16.307814992025516,75.4949494949495,57.73737373737372,23.68080808080808,34.4,16.4040404040404,39.91919191919192,No
19,19,190.0,right,125_0,1,left,0,5.930270446399478,0.5273321449792037,17.661913250148544,6.181818181818182,21.454545454545453,7.232323232323234,20.38383838383838,11.313131313131311,61.29058441558441,33.80140692640692,9.593301435406698,22.799043062200955,76.28282828282829,59.313131313131315,21.09090909090909,35.23838383838383,14.101010101010102,39.19191919191918,No
20,20,200.0,right,125_0,1,left,0,5.628869338546757,0.5570409982174689,18.14468211527035,5.656565656565656,19.494949494949495,5.818181818181818,19.373737373737374,11.333333333333334,59.58874458874459,37.421536796536785,6.53907496012759,28.429027113237638,78.12121212121211,59.979797979797965,19.96363636363636,34.351515151515144,13.030303030303031,38.54545454545455,No
