,dSPN_left,dSPN_right,iSPN_left,iSPN_right,GPi_left,GPi_right,GPeP_left,GPeP_right,Th_left,Th_right,state_num,state_num_full,chosen_action,trial_num,bin_num,seed,phase,block
0,0,0,0,0,1,1,1,1,0,0,60,816,right,0,0,84_0,0,left
1,0,0,0,0,1,1,1,1,0,0,60,816,right,0,1,84_0,0,left
2,0,0,0,0,1,1,1,1,0,0,60,816,right,0,2,84_0,0,left
3,0,0,0,0,1,1,1,1,0,0,60,816,right,0,3,84_0,0,left
4,0,0,0,0,1,1,1,1,0,0,60,816,right,0,4,84_0,0,left
5,0,0,0,0,1,1,1,1,0,0,60,816,right,0,5,84_0,0,left
6,0,0,0,0,1,1,1,1,0,0,60,33584,right,0,6,84_0,0,left
7,0,0,0,0,1,1,1,1,0,0,60,100144,right,0,7,84_0,0,left
8,0,0,0,0,1,1,1,1,0,0,60,100144,right,0,8,84_0,0,left
9,0,0,0,0,1,1,1,1,0,0,60,231216,right,0,9,84_0,0,left
10,0,0,0,0,1,1,1,1,1,1,63,231219,right,0,10,84_0,0,left
11,0,1,0,0,1,1,1,1,1,1,319,239411,right,0,11,84_0,0,left
12,1,1,0,0,1,1,1,1,1,1,831,255795,right,0,12,84_0,0,left
13,1,1,0,0,1,1,1,1,1,1,831,255799,right,0,13,84_0,0,left
14,1,1,0,1,0,1,1,0,1,1,859,257559,right,0,14,84_0,1,left
15,1,1,0,1,0,1,1,0,1,1,859,257623,right,0,15,84_0,1,left
16,1,1,0,1,1,1,1,0,1,1,891,257655,right,0,16,84_0,1,left
17,1,1,0,1,1,1,1,0,1,1,891,192119,right,0,17,84_0,1,left
18,0,0,0,1,1,1,1,1,1,1,127,167799,right,0,18,84_0,1,left
19,0,0,0,1,1,1,1,0,1,1,123,166519,right,0,19,84_0,1,left
20,0,0,0,1,1,1,1,0,1,1,123,166519,right,0,20,84_0,1,left
21,0,0,0,1,1,1,1,0,0,1,121,166517,right,0,21,84_0,1,left
22,0,0,0,1,1,1,1,0,0,1,121,166517,right,0,22,84_0,1,left
23,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,23,84_0,1,left
24,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,24,84_0,1,left
25,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,25,84_0,1,left
26,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,26,84_0,1,left
27,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,27,84_0,1,left
28,0,1,0,1,1,1,1,1,0,1,381,174965,right,0,28,84_0,1,left
29,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,29,84_0,1,left
30,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,30,84_0,1,left
31,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,31,84_0,1,left
32,0,0,0,1,1,1,1,1,0,1,125,166773,right,0,32,84_0,1,left
33,0,0,0,1,1,1,1,0,0,1,121,166517,right,0,33,84_0,1,left
34,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,34,84_0,1,left
35,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,35,84_0,1,left
36,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,36,84_0,1,left
37,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,37,84_0,1,left
38,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,38,84_0,1,left
39,0,1,0,1,1,1,1,0,0,1,377,174709,right,0,39,84_0,1,left
40,0,0,0,1,1,1,1,0,0,1,121,166517,right,0,40,84_0,1,left
41,0,0,0,1,1,1,1,1,0,1,125,134005,right,0,41,84_0,1,left
42,0,1,0,1,1,1,1,0,0,1,377,141937,right,0,42,84_0,1,left
43,0,1,0,1,1,1,1,0,0,1,377,141941,right,0,43,84_0,1,left
44,0,1,0,1,1,1,1,0,0,1,377,10869,right,0,44,84_0,2,left
45,0,1,0,1,1,1,1,0,0,1,377,10869,right,0,45,84_0,2,left
46,0,1,0,1,1,1,1,0,0,1,377,10869,right,0,46,84_0,2,left
47,0,0,0,1,1,1,1,0,0,1,121,2677,right,0,47,84_0,2,left
48,0,0,0,1,1,1,1,1,0,1,125,2933,right,0,48,84_0,2,left
49,0,0,0,1,1,1,1,1,0,0,124,2932,right,0,49,84_0,2,left
50,0,0,0,0,1,1,1,1,0,0,60,880,right,0,50,84_0,2,left
51,0,0,0,0,1,1,1,1,0,0,60,816,right,0,51,84_0,2,left
52,0,0,0,0,1,1,1,0,0,0,56,560,right,0,52,84_0,2,left
53,0,0,0,0,1,1,1,1,0,0,60,820,right,0,53,84_0,2,left
54,0,0,0,0,1,1,1,1,0,0,60,816,right,0,54,84_0,2,left
55,0,0,0,0,1,1,1,1,0,0,60,816,right,0,55,84_0,2,left
56,0,0,0,0,1,1,1,1,0,0,60,816,right,0,56,84_0,2,left
57,0,0,0,0,1,1,1,1,0,0,60,816,right,0,57,84_0,2,left
58,0,0,0,0,1,1,1,1,0,0,60,816,right,0,58,84_0,2,left
59,0,0,0,0,1,1,1,1,0,0,60,816,right,0,59,84_0,2,left
60,0,0,0,0,1,1,1,1,0,0,60,816,right,0,60,84_0,2,left
61,0,0,0,0,1,1,1,1,0,0,60,816,right,0,61,84_0,2,left
62,0,0,0,0,1,1,1,1,0,0,60,816,right,0,62,84_0,2,left
63,0,0,0,0,1,1,1,1,0,0,60,816,right,0,63,84_0,2,left
64,0,0,0,0,1,1,1,1,0,0,60,816,right,0,64,84_0,2,left
65,0,0,0,0,1,1,1,1,0,0,60,816,right,0,65,84_0,2,left
66,0,0,0,0,1,1,1,1,0,0,60,816,right,0,66,84_0,2,left
67,0,0,0,0,1,1,1,1,0,0,60,816,right,0,67,84_0,2,left
68,0,0,0,0,1,1,1,1,0,0,60,816,right,0,68,84_0,2,left
69,0,0,0,0,1,1,1,1,0,0,60,816,right,0,69,84_0,2,left
70,0,0,0,0,1,1,1,1,0,0,60,816,right,0,70,84_0,2,left
71,0,0,0,0,1,1,1,1,0,0,60,816,right,0,71,84_0,2,left
72,0,0,0,0,1,1,1,1,0,0,60,816,right,0,72,84_0,2,left
73,0,0,0,0,1,1,1,1,0,0,60,816,right,0,73,84_0,2,left
74,0,0,0,0,1,1,1,1,0,0,60,816,right,0,74,84_0,2,left
75,0,0,0,0,1,1,1,1,0,0,60,816,right,0,75,84_0,2,left
76,0,0,0,0,1,1,1,1,0,0,60,816,right,0,76,84_0,2,left
77,0,0,0,0,1,1,1,1,0,0,60,816,right,0,77,84_0,2,left
78,0,0,0,0,1,1,1,1,0,0,60,816,right,0,78,84_0,2,left
79,0,0,0,0,1,1,1,1,0,0,60,816,right,0,79,84_0,2,left
80,0,0,0,0,1,1,1,1,0,0,60,816,right,0,80,84_0,2,left
81,0,0,0,0,1,1,1,1,0,0,60,816,right,0,81,84_0,2,left
82,0,0,0,0,1,1,1,1,0,0,60,816,right,0,82,84_0,2,left
83,0,0,0,0,1,1,1,1,0,0,60,816,right,0,83,84_0,2,left
84,0,0,0,0,1,1,1,1,0,0,60,816,right,0,84,84_0,2,left
85,0,0,0,0,1,1,1,1,0,0,60,816,right,0,85,84_0,2,left
86,0,0,0,0,1,1,1,1,0,0,60,816,right,0,86,84_0,2,left
87,0,0,0,0,1,1,1,1,0,0,60,816,right,0,87,84_0,2,left
88,0,0,0,0,1,1,1,1,0,0,60,816,right,0,88,84_0,2,left
89,0,0,0,0,1,1,1,1,0,0,60,816,right,0,89,84_0,2,left
90,0,0,0,0,1,1,1,1,0,0,60,816,right,0,90,84_0,2,left
91,0,0,0,0,1,1,1,1,0,0,60,816,right,0,91,84_0,2,left
92,0,0,0,0,1,1,1,1,0,0,60,816,right,0,92,84_0,2,left
93,0,0,0,0,1,1,1,1,0,0,60,816,right,0,93,84_0,2,left
94,0,0,0,0,1,1,1,1,0,0,60,816,right,0,94,84_0,2,left
95,0,0,0,0,1,1,1,1,0,0,60,816,right,0,95,84_0,2,left
96,0,0,0,0,1,1,1,1,0,0,60,816,right,0,96,84_0,2,left
97,0,0,0,0,1,1,1,1,0,0,60,816,right,0,97,84_0,2,left
98,0,0,0,0,1,1,1,1,0,0,60,816,right,0,98,84_0,2,left
99,0,0,0,0,1,1,1,1,0,0,60,816,right,0,99,84_0,2,left
100,0,0,0,0,1,1,1,1,0,0,60,816,left,1,100,84_0,0,left
101,0,0,0,0,1,1,1,1,0,0,60,816,left,1,101,84_0,0,left
102,0,0,0,0,1,1,1,1,0,0,60,816,left,1,102,84_0,0,left
103,0,0,0,0,1,1,1,1,0,0,60,816,left,1,103,84_0,0,left
104,0,0,0,0,1,1,1,1,0,0,60,99120,left,1,104,84_0,0,left
105,0,0,0,0,1,1,1,1,1,0,62,100146,left,1,105,84_0,0,left
106,0,0,0,0,1,1,1,1,1,1,63,231219,left,1,106,84_0,0,left
107,0,0,0,0,1,1,1,1,1,1,63,231219,left,1,107,84_0,0,left
108,0,0,0,0,1,1,1,1,1,1,63,231219,left,1,108,84_0,0,left
109,1,0,0,0,1,1,0,1,1,1,567,247091,left,1,109,84_0,0,left
110,1,0,0,0,1,1,0,1,1,1,567,247099,left,1,110,84_0,0,left
111,1,1,0,0,1,1,1,1,1,1,831,255923,left,1,111,84_0,0,left
112,1,1,0,0,1,1,0,1,1,1,823,255411,left,1,112,84_0,1,left
113,1,1,1,0,1,1,0,1,1,1,951,259515,left,1,113,84_0,1,left
114,1,1,1,0,1,0,1,1,1,1,943,260011,left,1,114,84_0,1,left
115,1,1,0,1,1,1,1,0,1,1,891,224951,left,1,115,84_0,1,left
116,1,1,1,0,1,1,1,1,1,1,959,227255,left,1,116,84_0,1,left
117,1,0,1,0,1,1,0,1,1,1,695,217595,left,1,117,84_0,1,left
118,1,0,1,0,1,1,0,1,1,1,695,217595,left,1,118,84_0,1,left
119,1,0,1,0,0,1,0,1,1,1,663,217563,left,1,119,84_0,1,left
120,1,0,1,0,1,1,0,1,1,1,695,217531,left,1,120,84_0,1,left
121,1,0,1,0,1,1,0,1,1,1,695,217531,left,1,121,84_0,1,left
122,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,122,84_0,1,left
123,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,123,84_0,1,left
124,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,124,84_0,1,left
125,0,0,1,0,1,1,0,1,1,0,182,201146,left,1,125,84_0,1,left
126,0,0,1,0,1,1,0,1,1,0,182,201146,left,1,126,84_0,1,left
127,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,127,84_0,1,left
128,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,128,84_0,1,left
129,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,129,84_0,1,left
130,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,130,84_0,1,left
131,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,131,84_0,1,left
132,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,132,84_0,1,left
133,1,0,1,0,1,1,0,1,1,0,694,217530,left,1,133,84_0,1,left
134,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,134,84_0,1,left
135,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,135,84_0,1,left
136,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,136,84_0,1,left
137,1,0,1,0,0,1,0,1,1,0,662,217498,left,1,137,84_0,1,left
