,bin_num,Time(ms),chosen_action,seed,phase,block,trial_num,CxI_common,Cx_left,Cx_right,dSPN_left,dSPN_right,iSPN_left,iSPN_right,FSI_common,GPeP_left,GPeP_right,GPeA_left,GPeA_right,GPi_left,GPi_right,STN_left,STN_right,Th_left,Th_right,conflict
0,0,0.0,left,96_0,0,left,0,0.8390355164548712,0.0,0.0,2.8282828282828283,3.4141414141414144,2.5252525252525246,5.434343434343433,6.525252525252526,54.74025974025974,51.7288961038961,6.499202551834131,3.333333333333333,89.75757575757574,90.36363636363636,22.535353535353536,25.612121212121213,1.5353535353535355,1.6565656565656566,No
1,1,10.0,left,96_0,0,left,0,0.8960573476702508,0.0,0.0,2.606060606060606,3.4343434343434343,2.262626262626262,4.828282828282827,6.666666666666666,54.204545454545446,53.20075757575757,6.244019138755982,4.003189792663477,90.60606060606061,87.99999999999999,23.296969696969697,24.61010101010101,1.7171717171717171,1.7575757575757578,No
2,2,20.0,left,96_0,0,left,0,0.7983056370153144,0.09655377302436126,0.08912655971479501,2.343434343434343,3.4949494949494953,2.343434343434343,4.303030303030302,6.585858585858586,53.874458874458874,53.90151515151515,6.499202551834131,4.258373205741626,91.71717171717172,88.04040404040403,23.654545454545453,24.072727272727274,1.5555555555555551,2.5252525252525255,No
3,3,30.0,left,96_0,0,left,0,0.5865102639296188,1.6265597147950088,1.6488413547237075,2.4040404040404035,4.3434343434343425,2.9898989898989896,4.505050505050504,6.8484848484848495,53.495670995671,53.21699134199134,6.770334928229665,4.393939393939394,93.5959595959596,86.76767676767675,23.65050505050505,23.81212121212121,1.515151515151515,2.5252525252525246,No
4,4,40.0,left,96_0,0,left,0,0.9042033235581622,4.33749257278669,5.496137849079026,2.888888888888889,4.909090909090907,3.272727272727273,4.262626262626262,8.2020202020202,53.09253246753246,53.560606060606055,7.073365231259969,5.366826156299839,93.5959595959596,84.84848484848484,24.521212121212123,23.848484848484848,1.7575757575757576,3.2121212121212124,No
5,5,50.0,left,96_0,0,left,0,1.3359400456174648,7.924836601307189,10.00445632798574,3.252525252525252,4.4646464646464645,3.07070707070707,4.08080808080808,9.535353535353535,54.25324675324675,53.16558441558441,7.200956937799043,6.818181818181818,90.58585858585857,84.42424242424244,24.42828282828282,24.159595959595958,2.444444444444444,5.151515151515152,No
6,6,60.0,left,96_0,0,left,0,1.8328445747800586,11.103683897801545,13.502673796791441,3.4545454545454546,3.777777777777778,3.03030303030303,5.030303030303031,10.565656565656566,55.784632034632025,50.64935064935064,7.216905901116427,8.73205741626794,88.04040404040403,86.12121212121211,23.686868686868685,24.99191919191919,4.7272727272727275,6.404040404040404,No
7,7,70.0,left,96_0,0,left,0,2.688172043010752,15.686274509803923,17.535650623885918,4.222222222222221,3.9797979797979792,3.7575757575757573,5.434343434343434,12.303030303030301,54.621212121212125,50.79816017316016,6.842105263157894,11.09250398724083,86.14141414141413,87.79797979797979,23.022222222222226,26.395959595959596,7.252525252525252,8.242424242424242,No
8,8,80.0,left,96_0,0,left,0,3.551645487129358,19.756387403446226,21.64289958407605,4.545454545454545,4.404040404040403,4.686868686868686,6.303030303030303,13.656565656565654,51.96969696969697,51.90205627705627,7.145135566188197,13.141945773524723,86.06060606060606,86.7070707070707,24.488888888888884,25.678787878787876,9.696969696969697,10.888888888888888,No
9,9,90.0,left,96_0,0,left,0,4.488432714239166,22.630718954248366,24.338978015448603,4.848484848484848,3.535353535353535,5.333333333333334,7.616161616161616,14.747474747474746,52.89772727272727,49.33170995670996,8.237639553429027,14.52950558213716,85.75757575757575,90.32323232323233,24.810101010101008,26.468686868686863,11.676767676767675,13.83838383838384,No
